No.,IPV,Time,Source,Destination,Source Port,Destination Port,Length,Protocol,Human
2249,6,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2250,4,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2251,4,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2252,6,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2253,6,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2254,6,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2255,6,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2256,6,7.343797,3353877079,3232281142,443,49773,1506,TCP,0
2257,4,7.344011,3232281142,2540012119,49799,443,701,TLSv1.2,0
2258,6,7.344066,3232281142,3353877079,49773,443,54,TCP,0
2259,4,7.345178,3353877079,3232281142,443,49773,431,TLSv1.2,0
2260,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2261,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2262,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2263,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2264,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2265,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2266,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2267,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2268,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2269,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2270,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2271,6,7.345178,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2272,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2273,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2274,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2275,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2276,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2277,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2278,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2279,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2280,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2281,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2282,6,7.345178,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2283,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2284,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2285,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2286,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2287,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2288,4,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2289,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2290,6,7.345178,3353877079,3232281142,443,49773,1506,TCP,0
2291,4,7.345624,3232281142,3353877079,49773,443,54,TCP,0
2292,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2293,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2294,6,7.345713,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2295,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2296,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2297,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2298,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2299,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2300,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2301,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2302,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2303,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2304,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2305,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2306,4,7.345713,3353877079,3232281142,443,49773,1506,TLSv1.2,0
2307,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2308,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2309,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2310,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2311,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2312,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2313,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2314,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2315,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2316,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2317,6,7.345713,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2318,6,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2319,4,7.345713,3353877079,3232281142,443,49773,1506,TCP,0
2320,6,7.345908,3232281142,3353877079,49773,443,54,TCP,0
2321,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2322,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2323,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2324,4,7.347829,2540012119,3232281142,443,49800,54,TCP,0
2325,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2326,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2327,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2328,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2329,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2330,4,7.347829,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2331,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2332,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2333,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2334,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2335,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2336,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2337,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2338,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2339,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2340,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2341,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2342,6,7.347829,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2343,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2344,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2345,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2346,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2347,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2348,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2349,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2350,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2351,6,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2352,4,7.347829,3353877079,3232281142,443,49773,1506,TCP,0
2353,6,7.348226,3232281142,3353877079,49773,443,54,TCP,0
2354,6,7.348309,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2355,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2356,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2357,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2358,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2359,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2360,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2361,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2362,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2363,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2364,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2365,6,7.348309,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2366,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2367,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2368,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2369,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2370,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2371,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2372,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2373,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2374,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2375,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2376,4,7.348309,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2377,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2378,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2379,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2380,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2381,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2382,4,7.348309,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2383,6,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2384,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2385,4,7.348309,3353877079,3232281142,443,49773,1506,TCP,0
2386,4,7.348579,3232281142,3353877079,49773,443,54,TCP,0
2387,4,7.348652,3353877079,3232281142,443,49773,1506,TCP,0
2388,6,7.348652,3353877079,3232281142,443,49773,1506,TCP,0
2389,4,7.348652,3353877079,3232281142,443,49773,1506,TCP,0
2390,6,7.348652,3353877079,3232281142,443,49773,1406,TLSv1.2,1
2391,4,7.348652,1249755489,3232281142,443,49796,54,TCP,0
2392,4,7.348652,2540012119,3232281142,443,49800,1506,TLSv1.2,0
2393,6,7.348652,2540012119,3232281142,443,49799,54,TCP,0
2394,6,7.348652,2540012119,3232281142,443,49800,1506,TCP,0
2395,4,7.348652,2540012119,3232281142,443,49800,1506,TCP,0
2396,4,7.348652,2540012119,3232281142,443,49800,1048,TLSv1.2,0
2397,6,7.348652,2540012119,3232281142,443,49799,54,TCP,0
2398,4,7.348652,2540012119,3232281142,443,49799,105,TLSv1.2,0
2399,4,7.348652,2540012119,3232281142,443,49799,120,TLSv1.2,1
2400,4,7.348867,3232281142,3353877079,49773,443,54,TCP,0
2401,4,7.348888,3232281142,2540012119,49799,443,54,TCP,0
2402,6,7.348907,3232281142,2540012119,49800,443,54,TCP,0
2403,4,7.349332,3232281142,2540012119,49799,443,92,TLSv1.2,1
2404,6,7.350231,3232281142,580244451,65448,443,457,TLSv1.2,1
2405,4,7.350327,3232281142,580244451,65448,443,1466,TCP,0
2406,6,7.350327,3232281142,580244451,65448,443,1466,TCP,0
2407,4,7.350327,3232281142,580244451,65448,443,1466,TCP,0
2408,6,7.350327,3232281142,580244451,65448,443,1466,TCP,0
2409,4,7.350327,3232281142,580244451,65448,443,1466,TCP,0
2410,4,7.350327,3232281142,580244451,65448,443,1232,TLSv1.2,1
2411,6,7.350458,2540012119,3232281142,443,49800,54,TCP,0
2412,6,7.350458,580244451,3232281142,443,49499,54,TCP,0
2413,6,7.350458,580244451,3232281142,443,49499,54,TCP,0
2414,6,7.350458,580244451,3232281142,443,49499,54,TCP,0
2415,6,7.350458,2540012119,3232281142,443,49800,54,TCP,0
2416,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2417,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2418,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2419,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2420,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2421,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2422,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2423,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2424,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2425,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2426,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2427,6,7.350458,3353877079,3232281142,443,49773,155,TLSv1.2,1
2428,4,7.350458,1249755489,3232281142,443,49796,132,TLSv1.3,1
2429,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2430,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2431,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2432,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2433,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2434,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2435,4,7.350458,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2436,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2437,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2438,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2439,6,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2440,4,7.350458,3353877079,3232281142,443,49773,1506,TCP,0
2441,4,7.350458,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2442,6,7.350458,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2443,4,7.350796,3232281142,3353877079,49773,443,54,TCP,0
2444,6,7.350814,3232281142,1249755489,49796,443,54,TCP,0
2445,4,7.350871,3353877079,3232281142,443,49773,1506,TCP,0
2446,4,7.350871,3353877079,3232281142,443,49773,1506,TCP,0
2447,6,7.350871,3353877079,3232281142,443,49773,1506,TCP,0
2448,4,7.350871,3353877079,3232281142,443,49773,1506,TCP,0
2449,4,7.350871,3353877079,3232281142,443,49773,1506,TCP,0
2450,6,7.350871,3353877079,3232281142,443,49773,579,TLSv1.2,1
2451,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2452,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2453,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2454,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2455,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2456,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2457,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2458,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2459,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2460,4,7.350871,1249755489,3232281142,443,49796,104,TLSv1.3,1
2461,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2462,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2463,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2464,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2465,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2466,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2467,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2468,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2469,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2470,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2471,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2472,6,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2473,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2474,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2475,4,7.350871,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2476,4,7.350871,2540012119,3232281142,443,49799,606,TLSv1.2,1
2477,4,7.351173,3232281142,3353877079,49773,443,54,TCP,0
2478,6,7.351184,3232281142,1249755489,49796,443,54,TCP,0
2479,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2480,4,7.351225,2540012119,3232281142,443,49799,912,TLSv1.2,1
2481,6,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2482,6,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2483,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2484,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2485,6,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2486,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2487,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2488,6,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2489,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2490,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2491,4,7.351225,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2492,4,7.351225,1249755489,3232281142,443,49796,983,TLSv1.3,1
2493,4,7.351361,3232281142,2540012119,49799,443,54,TCP,0
2494,6,7.351375,3232281142,1249755489,49796,443,54,TCP,0
2495,4,7.351576,3232281142,2540012119,49800,443,54,TCP,0
2496,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2497,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2498,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2499,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2500,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2501,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2502,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2503,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2504,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2505,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2506,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2507,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2508,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2509,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2510,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2511,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2512,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2513,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2514,6,7.352293,1249755489,3232281142,443,49796,1239,TLSv1.3,1
2515,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2516,4,7.352293,2540012119,3232281142,443,49799,674,TLSv1.2,1
2517,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2518,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2519,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2520,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2521,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2522,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2523,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2524,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2525,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2526,4,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2527,6,7.352293,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2528,6,7.352697,3232281142,1249755489,49796,443,54,TCP,0
2529,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2530,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2531,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2532,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2533,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2534,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2535,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2536,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2537,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2538,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2539,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2540,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2541,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2542,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2543,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2544,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2545,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2546,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2547,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2548,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2549,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2550,6,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2551,4,7.352768,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2552,4,7.352768,1249755489,3232281142,443,49796,392,TCP,0
2553,6,7.352987,3232281142,1249755489,49796,443,54,TCP,0
2554,4,7.353515,580244451,3232281142,443,49499,54,TCP,0
2555,6,7.353515,3353877079,3232281142,443,49784,699,TCP,0
2556,6,7.353548,3232281142,3353877079,49784,443,66,TCP,0
2557,4,7.354612,2540012119,3232281142,443,49799,54,TCP,0
2558,6,7.356904,580244451,3232281142,443,65448,54,TCP,0
2559,6,7.356904,580244451,3232281142,443,65448,54,TCP,0
2560,4,7.356904,580244451,3232281142,443,65448,54,TCP,0
2561,4,7.356904,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2562,4,7.356904,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2563,4,7.356975,3232281142,1249755489,49796,443,54,TCP,0
2564,4,7.357302,1249755489,3232281142,443,49796,132,TCP,0
2565,6,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2566,6,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2567,6,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2568,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2569,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2570,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2571,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2572,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2573,6,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2574,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2575,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2576,6,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2577,6,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2578,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2579,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2580,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2581,6,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2582,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2583,4,7.357302,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2584,6,7.357495,3232281142,1249755489,49796,443,54,TCP,0
2585,6,7.358273,1249755489,3232281142,443,49796,1466,TLSv1.3,1
2586,6,7.358273,1249755489,3232281142,443,49796,1466,TLSv1.3,0
2587,4,7.358273,1249755489,3232281142,443,49796,122,TLSv1.3,0
2588,6,7.35833,3232281142,1249755489,49796,443,54,TCP,0
2589,4,7.358407,3232281142,1249755489,49796,443,93,TLSv1.3,1
2590,4,7.359622,580244451,3232281142,443,49499,449,TLSv1.2,1
2591,6,7.361881,580244451,3232281142,443,65448,54,TCP,0
2592,4,7.363663,3232281142,3353877079,49773,443,643,TLSv1.2,0
2593,4,7.364172,3232281142,3353877079,49773,443,641,TLSv1.2,0
2594,4,7.36465,3232281142,3353877079,49773,443,650,TLSv1.2,0
2595,4,7.36841,3353877079,3232281142,443,49773,54,TCP,0
2596,4,7.36841,3353877079,3232281142,443,49773,54,TCP,0
2597,4,7.370142,1249755489,3232281142,443,49796,54,TCP,0
2598,6,7.370142,3353877079,3232281142,443,49773,54,TCP,0
2599,4,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2600,4,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2601,6,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2602,6,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2603,6,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2604,4,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2605,4,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2606,4,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2607,4,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2608,6,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2609,6,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2610,6,7.370142,3353877079,3232281142,443,49773,105,TLSv1.2,1
2611,6,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2612,6,7.370142,3353877079,3232281142,443,49773,1506,TCP,0
2613,6,7.370349,3232281142,3353877079,49773,443,54,TCP,0
2616,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2617,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2618,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2619,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2620,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2621,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2622,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2623,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2624,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2625,6,7.373467,3353877079,3232281142,443,49773,730,TLSv1.2,0
2626,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2627,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2628,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2629,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2630,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2631,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2632,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2633,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2634,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2635,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2636,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2637,6,7.373467,3353877079,3232281142,443,49773,1506,TLSv1.2,1
2638,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2639,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2640,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2641,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2642,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2643,6,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
2644,4,7.373467,3353877079,3232281142,443,49773,1506,TCP,0
