No.,IPV,Time,Source,Destination,Source Port,Destination Port,Length,Protocol,Human
4222,6,7.768481,3512060520,3232281142,443,49822,54,TCP,0
4223,4,7.769598,3232281089,3232281142,53,49833,54,TCP,0
4224,4,7.769739,3232281142,3232281089,49833,53,54,TCP,0
4225,4,7.77074,3512060573,3232281142,443,49831,54,TCP,0
4226,6,7.77074,2902291550,3232281142,443,49823,54,TCP,0
4227,4,7.772273,3232281142,580244451,65451,443,54,TCP,0
4228,6,7.772281,3232281142,306359141,49816,443,54,TCP,0
4229,4,7.772294,3232281142,1746043628,49768,443,54,TCP,0
4230,6,7.787878,3232281142,1746043628,49801,443,54,TCP,0
4231,4,7.787878,3232281142,580244451,65446,443,54,TCP,0
4232,4,7.788448,3232281142,1746043628,49801,443,189,TLSv1.3,1
4233,6,7.788502,3232281142,1746043628,49801,443,183,TLSv1.3,1
4234,6,7.788554,3232281142,1746043628,49801,443,168,TLSv1.3,1
4235,6,7.795499,3232281142,2902291550,49823,443,1337,TLSv1.3,0
4236,4,7.797672,1746043628,3232281142,443,49801,54,TCP,0
4237,6,7.802083,2902291550,3232281142,443,49823,54,TCP,0
4238,6,7.804403,3232281142,3512060520,49822,443,1466,TLSv1.3,1
4239,6,7.804403,3232281142,3512060520,49822,443,448,TLSv1.3,1
4240,4,7.808609,3232281142,3232281089,49835,53,66,TCP,0
4241,6,7.808818,3232281142,3232281089,49836,53,66,TCP,0
4242,4,7.810014,34844715,3232281142,443,49824,933,TLSv1.3,1
4243,6,7.810014,34844715,3232281142,443,49824,1417,TLSv1.3,1
4244,4,7.810014,3512060520,3232281142,443,49822,54,TCP,0
4245,6,7.810014,3232281089,3232281142,53,49835,66,TCP,0
4246,6,7.810182,3232281142,34844715,49824,443,54,TCP,0
4247,4,7.810384,3232281142,3232281089,49835,53,54,TCP,0
4248,6,7.811073,3232281142,3232281089,49835,53,56,TCP,0
4249,6,7.811098,3232281142,3232281089,49835,53,80,DNS,0
4250,6,7.812353,3232281089,3232281142,53,49836,66,TCP,0
4251,4,7.812353,3512060520,3232281142,443,49822,54,TCP,0
4252,4,7.812353,1746043628,3232281142,443,49801,336,TLSv1.3,1
4253,4,7.812353,1746043628,3232281142,443,49801,339,TLSv1.3,1
4254,6,7.812353,3232281089,3232281142,53,49835,54,TCP,0
4255,4,7.812353,3232281089,3232281142,53,49835,54,TCP,0
4256,4,7.812549,3232281142,3232281089,49836,53,54,TCP,0
4257,6,7.812568,3232281142,1746043628,49801,443,54,TCP,0
4258,6,7.813042,3232281142,3232281089,49836,53,56,TCP,0
4259,6,7.813065,3232281142,3232281089,49836,53,80,DNS,0
4260,4,7.813229,1746043628,3232281142,443,49801,207,TLSv1.3,1
4261,6,7.814568,3232281089,3232281142,53,49836,54,TCP,0
4262,6,7.814568,3232281089,3232281142,53,49836,54,TCP,0
4263,4,7.816789,3232281089,3232281142,53,49835,178,DNS,0
4264,4,7.817255,3232281142,3232281089,49835,53,54,TCP,0
4265,4,7.818987,3232281089,3232281142,53,49835,54,TCP,0
4266,4,7.819231,3232281142,3232281089,49835,53,54,TCP,0
4267,4,7.820087,3232281089,3232281142,53,49836,169,DNS,0
4268,4,7.820827,3232281142,874279182,49837,443,66,TCP,0
4269,4,7.821022,3232281142,3232281089,49836,53,54,TCP,0
4270,6,7.823483,3232281089,3232281142,53,49836,54,TCP,0
4271,6,7.823733,3232281142,399010385,49838,443,66,TCP,0
4272,6,7.823776,3232281142,3232281089,49836,53,54,TCP,0
4273,4,7.824198,3232281142,3512060573,49831,443,150,TLSv1.3,1
4274,4,7.824838,3232281142,1745974801,49839,443,66,TCP,0
4275,4,7.82896,399010385,3232281142,443,49838,66,TCP,0
4276,6,7.829143,3232281142,399010385,49838,443,54,TCP,0
4277,6,7.830306,3232281142,399010385,49838,443,653,TLSv1.3,0
4278,4,7.832805,3232281142,1746043628,49801,443,154,TLSv1.3,1
4279,6,7.83334,1745974801,3232281142,443,49839,66,TCP,0
4280,4,7.833511,3232281142,1745974801,49839,443,54,TCP,0
4281,6,7.83459,3232281142,1745974801,49839,443,591,TLSv1.3,0
4282,6,7.83594,885667674,3232281142,443,49809,225,TLSv1.2,0
4283,6,7.83594,885667674,3232281142,443,49809,132,TLSv1.2,1
4284,6,7.836015,3232281142,885667674,49809,443,54,TCP,0
4285,6,7.836125,3232281142,885667674,49809,443,92,TLSv1.2,1
4286,4,7.840947,3512060573,3232281142,443,49831,54,TCP,0
4287,6,7.843497,399010385,3232281142,443,49838,54,TCP,0
4288,6,7.843497,399010385,3232281142,443,49838,1506,TLSv1.3,0
4289,4,7.843497,399010385,3232281142,443,49838,1506,TCP,0
4290,6,7.843497,399010385,3232281142,443,49838,945,TLSv1.3,0
4291,6,7.843497,885667674,3232281142,443,49809,1506,TCP,0
4292,4,7.843497,885667674,3232281142,443,49809,1057,TLSv1.2,1
4293,6,7.843497,885667674,3232281142,443,49809,92,TLSv1.2,1
4294,4,7.843698,3232281142,399010385,49838,443,54,TCP,0
4295,4,7.843748,3232281142,885667674,49809,443,54,TCP,0
4296,6,7.844341,1745974801,3232281142,443,49839,54,TCP,0
4297,4,7.847067,3232281142,399010385,49838,443,134,TLSv1.3,0
4298,4,7.847237,3232281142,399010385,49838,443,146,TLSv1.3,1
4299,4,7.847368,3232281142,399010385,49838,443,447,TLSv1.3,1
4300,6,7.853329,1745974801,3232281142,443,49839,1506,TLSv1.3,0
4301,4,7.853329,1745974801,3232281142,443,49839,848,TLSv1.3,1
4302,6,7.853329,874279182,3232281142,443,49837,66,TCP,0
4303,4,7.853329,399010385,3232281142,443,49838,54,TCP,0
4304,6,7.853329,399010385,3232281142,443,49838,54,TCP,0
4305,6,7.853329,399010385,3232281142,443,49838,341,TLSv1.3,1
4306,6,7.853329,399010385,3232281142,443,49838,341,TLSv1.3,1
4307,6,7.853329,399010385,3232281142,443,49838,54,TCP,0
4308,4,7.853329,399010385,3232281142,443,49838,115,TLSv1.3,1
4309,6,7.853329,399010385,3232281142,443,49838,85,TLSv1.3,1
4310,4,7.853439,3232281142,1745974801,49839,443,54,TCP,0
4311,6,7.853756,3232281142,874279182,49837,443,54,TCP,0
4312,4,7.853774,3232281142,399010385,49838,443,54,TCP,0
4313,6,7.85443,3232281142,1745974801,49839,443,118,TLSv1.3,0
4314,4,7.854833,3232281142,399010385,49838,443,85,TLSv1.3,1
4315,6,7.854854,3232281142,874279182,49837,443,571,TLSv1.2,0
4316,6,7.855152,3232281142,1745974801,49839,443,146,TLSv1.3,1
4317,6,7.85554,3232281142,1745974801,49839,443,451,TLSv1.3,1
4318,6,7.855604,3232281142,1746043628,49768,443,279,TLSv1.3,1
4319,6,7.855685,3232281142,1746043628,49768,443,131,TLSv1.3,1
4320,6,7.857826,1746043628,3232281142,443,49801,208,TLSv1.3,1
4321,6,7.857826,876062387,3232281142,443,49834,66,TCP,0
4322,4,7.858014,3232281142,876062387,49834,443,54,TCP,0
4323,6,7.858884,3232281142,876062387,49834,443,571,TLSv1.2,0
4324,6,7.859093,399010385,3232281142,443,49838,54,TCP,0
4325,4,7.863488,1745974801,3232281142,443,49839,566,TLSv1.3,0
4326,6,7.863675,3232281142,1745974801,49839,443,85,TLSv1.3,1
4327,4,7.864505,1745974801,3232281142,443,49839,85,TLSv1.3,1
4328,6,7.864505,1746043628,3232281142,443,49768,54,TCP,0
4329,4,7.871863,2902291550,3232281142,443,49823,123,TLSv1.3,1
4330,6,7.871863,2902291550,3232281142,443,49823,127,TLSv1.3,1
4331,4,7.871863,2902291550,3232281142,443,49823,85,TLSv1.3,1
4332,6,7.871863,2902291550,3232281142,443,49823,93,TLSv1.3,1
4333,4,7.871863,399010385,3232281142,443,49838,273,TLSv1.3,1
4334,4,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4335,4,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4336,6,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4337,6,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4338,4,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4339,4,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4340,4,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4341,6,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4342,6,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4343,6,7.871863,399010385,3232281142,443,49838,1506,TCP,0
4344,6,7.872113,3232281142,2902291550,49823,443,54,TCP,0
4345,4,7.872172,3232281142,399010385,49838,443,54,TCP,0
4346,4,7.873607,3232281142,3232281089,49840,53,66,TCP,0
4347,6,7.87377,3232281142,3232281089,49841,53,66,TCP,0
4348,4,7.873876,3232281142,2902291550,49823,443,93,TLSv1.3,1
4349,6,7.878908,399010385,3232281142,443,49838,1506,TCP,0
4350,6,7.878908,399010385,3232281142,443,49838,488,TLSv1.3,1
4351,4,7.878908,1745974801,3232281142,443,49839,54,TCP,0
4352,6,7.878908,399010385,3232281142,443,49838,1506,TLSv1.3,1
4353,4,7.878908,399010385,3232281142,443,49838,1506,TCP,0
4354,6,7.878908,399010385,3232281142,443,49838,1506,TCP,0
4355,6,7.878908,399010385,3232281142,443,49838,1506,TCP,0
4356,6,7.878908,399010385,3232281142,443,49838,1506,TCP,0
4357,4,7.878908,399010385,3232281142,443,49838,1506,TCP,0
4358,6,7.878908,399010385,3232281142,443,49838,1506,TCP,0
4359,6,7.878908,3232281089,3232281142,53,49840,66,TCP,0
4360,6,7.878908,3232281089,3232281142,53,49841,66,TCP,0
4361,6,7.878908,1746043628,3232281142,443,49768,341,TLSv1.3,1
4362,6,7.878908,1746043628,3232281142,443,49768,1445,TLSv1.3,1
4363,4,7.878908,1746043628,3232281142,443,49768,1506,TLSv1.3,1
4364,6,7.878908,1746043628,3232281142,443,49768,1384,TLSv1.3,1
4365,4,7.878908,1746043628,3232281142,443,49768,560,TLSv1.3,1
4366,6,7.878908,1746043628,3232281142,443,49768,85,TLSv1.3,1
4367,4,7.878908,1746043628,3232281142,443,49768,212,TLSv1.3,1
4368,4,7.878908,1746043628,3232281142,443,49768,1445,TLSv1.3,1
4369,4,7.878908,1746043628,3232281142,443,49768,749,TLSv1.3,1
4370,6,7.878908,1746043628,3232281142,443,49768,85,TLSv1.3,1
4371,6,7.879084,3232281142,399010385,49838,443,54,TCP,0
4372,6,7.879426,3232281142,3232281089,49840,53,54,TCP,0
4373,6,7.879441,3232281142,3232281089,49841,53,54,TCP,0
4374,4,7.879449,3232281142,1746043628,49768,443,54,TCP,0
4375,6,7.880183,3232281142,3232281089,49840,53,56,TCP,0
4376,6,7.880183,3232281142,3232281089,49841,53,56,TCP,0
4377,4,7.880199,3232281142,3232281089,49840,53,99,DNS,0
4378,4,7.880218,3232281142,3232281089,49841,53,99,DNS,0
4380,6,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4381,6,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4382,6,7.883965,1745974801,3232281142,443,49839,612,TLSv1.3,1
4383,6,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4384,6,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4385,4,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4386,4,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4387,6,7.883965,399010385,3232281142,443,49838,1506,TLSv1.3,0
4388,4,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4389,6,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4390,4,7.883965,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4391,6,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4392,6,7.883965,1745974801,3232281142,443,49839,1384,TLSv1.3,1
4393,4,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4394,4,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4395,6,7.883965,399010385,3232281142,443,49838,1506,TCP,0
4396,4,7.883965,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4397,6,7.883965,399010385,3232281142,443,49838,1506,TLSv1.3,1
4398,4,7.883965,1745974801,3232281142,443,49839,1384,TLSv1.3,1
4399,4,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4400,4,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4401,4,7.883965,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4402,4,7.883965,1745974801,3232281142,443,49839,1384,TLSv1.3,1
4403,6,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4404,6,7.883965,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4405,4,7.883965,1745974801,3232281142,443,49839,1384,TLSv1.3,1
4406,6,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4407,6,7.883965,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4408,4,7.883965,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4409,6,7.883965,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4410,4,7.883965,1745974801,3232281142,443,49839,1323,TLSv1.3,1
4411,6,7.884385,3232281142,399010385,49838,443,54,TCP,0
4412,6,7.884418,3232281142,1745974801,49839,443,54,TCP,0
4413,4,7.884476,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4414,6,7.884476,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4415,6,7.884476,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4416,6,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4417,4,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4418,6,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4419,6,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4420,4,7.884476,1745974801,3232281142,443,49839,1499,TLSv1.3,0
4421,4,7.884476,1745974801,3232281142,443,49839,1445,TLSv1.3,1
4422,4,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4423,4,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4424,6,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4425,6,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4426,4,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4427,6,7.884476,1745974801,3232281142,443,49839,1140,TLSv1.3,1
4428,6,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4429,4,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4430,4,7.884476,1745974801,3232281142,443,49839,1506,TCP,0
4431,4,7.884476,1745974801,3232281142,443,49839,1506,TCP,0
4432,6,7.884476,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4433,4,7.884476,1745974801,3232281142,443,49839,1506,TCP,0
4434,6,7.884476,1745974801,3232281142,443,49839,1506,TCP,0
4435,6,7.884476,1745974801,3232281142,443,49839,1174,TLSv1.3,1
4436,6,7.884669,3232281142,1745974801,49839,443,54,TCP,0
4437,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4438,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4439,6,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4440,4,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4441,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4442,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4443,4,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4444,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4445,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4446,6,7.884946,1745974801,3232281142,443,49839,712,TLSv1.3,1
4447,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4448,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4449,6,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4450,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4451,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4452,6,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4453,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4454,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4455,6,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4456,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4457,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4458,4,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4459,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4460,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4461,4,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4462,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4463,6,7.884946,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4464,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4465,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4466,6,7.884946,1745974801,3232281142,443,49839,1195,TLSv1.3,1
4467,4,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4468,6,7.884946,1745974801,3232281142,443,49839,1506,TCP,0
4469,6,7.885266,3232281142,1745974801,49839,443,54,TCP,0
4470,4,7.886134,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4471,6,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4472,6,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4473,4,7.886134,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4474,4,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4475,6,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4476,6,7.886134,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4477,4,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4478,4,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4479,4,7.886134,399010385,3232281142,443,49838,1506,TCP,0
4480,6,7.886134,2902291550,3232281142,443,49823,54,TCP,0
4481,6,7.886134,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4482,6,7.886134,399010385,3232281142,443,49838,1506,TCP,0
4483,4,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4484,4,7.886134,399010385,3232281142,443,49838,1506,TCP,0
4485,6,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4486,4,7.886134,399010385,3232281142,443,49838,946,TLSv1.3,0
4487,6,7.886134,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4488,4,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4489,6,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4490,4,7.886134,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4491,4,7.886134,1745974801,3232281142,443,49839,1506,TCP,0
4492,4,7.886134,1745974801,3232281142,443,49839,227,TCP,0
4493,4,7.886134,874279182,3232281142,443,49837,54,TCP,0
4494,6,7.886134,874279182,3232281142,443,49837,1506,TLSv1.2,0
4495,4,7.886134,874279182,3232281142,443,49837,1506,TCP,0
4496,4,7.886134,874279182,3232281142,443,49837,1506,TCP,0
4497,6,7.886134,3512060520,3232281142,443,49822,286,TLSv1.3,1
4498,4,7.886134,3512060520,3232281142,443,49822,127,TLSv1.3,1
4499,6,7.886134,3512060520,3232281142,443,49822,85,TLSv1.3,1
4500,6,7.886134,874279182,3232281142,443,49837,1104,TLSv1.2,0
4501,4,7.886134,3512060520,3232281142,443,49822,93,TLSv1.3,1
4502,6,7.886447,3232281142,1745974801,49839,443,54,TCP,0
4503,4,7.886463,3232281142,399010385,49838,443,54,TCP,0
4504,6,7.886471,3232281142,874279182,49837,443,54,TCP,0
4505,6,7.886478,3232281142,3512060520,49822,443,54,TCP,0
4506,4,7.887995,3232281142,874279182,49837,443,180,TLSv1.2,0
4507,6,7.888113,3232281142,3512060520,49822,443,93,TLSv1.3,1
4508,6,7.888918,3232281142,874279182,49837,443,153,TLSv1.2,1
4509,6,7.889091,3232281142,874279182,49837,443,468,TLSv1.2,1
4510,4,7.889123,3232281142,874279182,49837,443,589,TLSv1.2,1
4511,4,7.889331,3232281089,3232281142,53,49841,54,TCP,0
4512,6,7.889331,3232281089,3232281142,53,49840,54,TCP,0
4513,6,7.889331,3232281089,3232281142,53,49840,54,TCP,0
4514,6,7.889331,3232281089,3232281142,53,49841,54,TCP,0
4515,6,7.891642,3512060573,3232281142,443,49831,427,TLSv1.3,1
4516,6,7.891642,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4517,4,7.891732,3232281142,3512060573,49831,443,54,TCP,0
4518,4,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4519,6,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4520,6,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4521,4,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4522,6,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4523,6,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4524,4,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4525,4,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4526,4,7.893358,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4527,4,7.893358,3512060573,3232281142,443,49831,1459,TLSv1.3,1
4528,6,7.893484,3232281142,3512060573,49831,443,54,TCP,0
4529,6,7.894496,3232281089,3232281142,53,49840,261,DNS,0
4530,6,7.894496,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4531,4,7.894496,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4532,4,7.894496,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4533,6,7.894604,3232281142,3512060573,49831,443,54,TCP,0
4534,6,7.894669,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4535,4,7.894669,3512060520,3232281142,443,49822,54,TCP,0
4536,6,7.894669,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4537,4,7.894669,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4538,4,7.894669,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4539,4,7.894723,3232281142,3512060573,49831,443,54,TCP,0
4540,6,7.895015,3232281142,3232281089,49840,53,54,TCP,0
4541,6,7.896084,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4542,6,7.896084,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4543,6,7.896084,3512060573,3232281142,443,49831,1466,TLSv1.3,1
4544,4,7.896084,3512060573,3232281142,443,49831,439,TLSv1.3,0
4545,4,7.896084,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4546,4,7.896084,1745974801,3232281142,443,49839,1506,TCP,0
4547,4,7.896084,1745974801,3232281142,443,49839,1506,TCP,0
4548,6,7.896084,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4549,6,7.896084,1745974801,3232281142,443,49839,1506,TCP,0
4550,6,7.896084,1745974801,3232281142,443,49839,1506,TCP,0
4551,4,7.896084,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4552,4,7.896084,1745974801,3232281142,443,49839,1506,TCP,0
4553,4,7.896084,1745974801,3232281142,443,49839,1506,TCP,0
4554,4,7.896084,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4555,6,7.896084,1745974801,3232281142,443,49839,1506,TCP,0
4556,6,7.896242,3232281142,3512060573,49831,443,54,TCP,0
4557,4,7.896257,3232281142,1745974801,49839,443,54,TCP,0
4558,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4559,6,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4560,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4561,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4562,6,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4563,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4564,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4565,6,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4566,4,7.897786,1745974801,3232281142,443,49839,1387,TCP,0
4567,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4568,4,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4569,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4570,4,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4571,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4572,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4573,6,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4574,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4575,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4576,4,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4577,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4578,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4579,4,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4580,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4581,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4582,6,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4583,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4584,4,7.897786,3512060573,3232281142,443,49831,93,TLSv1.3,1
4585,4,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4586,6,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4587,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4588,6,7.897786,1745974801,3232281142,443,49839,1506,TCP,0
4589,4,7.897786,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4590,4,7.897879,3232281142,1746043628,49801,443,54,TCP,0
4591,6,7.898218,3232281142,1745974801,49839,443,54,TCP,0
4592,6,7.898243,3232281142,3512060573,49831,443,54,TCP,0
4593,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4594,4,7.898332,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4595,6,7.898332,1745974801,3232281142,443,49839,173,TCP,0
4596,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4597,6,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4598,6,7.898332,1745974801,3232281142,443,49839,1506,TLSv1.3,0
4599,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4600,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4601,4,7.898332,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4602,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4603,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4604,4,7.898332,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4605,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4606,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4607,6,7.898332,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4608,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4609,4,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4610,6,7.898332,1745974801,3232281142,443,49839,1506,TLSv1.3,1
4611,6,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4612,6,7.898332,1745974801,3232281142,443,49839,1506,TCP,0
4613,4,7.898592,3232281142,1745974801,49839,443,54,TCP,0
4614,4,7.898686,3232281142,3512060573,49831,443,93,TLSv1.3,1
4615,6,7.900301,1745974801,3232281142,443,49839,396,TLSv1.3,0
4616,4,7.900301,3232281089,3232281142,53,49841,247,DNS,0
4617,6,7.900301,3232281089,3232281142,53,49840,54,TCP,0
4618,6,7.900448,3232281142,1745974801,49839,443,54,TCP,0
4619,6,7.900587,3232281142,3232281089,49841,53,54,TCP,0
