ipv,deltatime,src,dst,srcport,dstport,length,proto,human
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.004426,3232281142,3353877079,49773,443,54,6,0
4,0.000276,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000140,3232281142,3353877079,49773,443,54,6,0
4,0.002627,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1065,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,495,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.002840,3232281142,3353877079,49773,443,54,6,0
4,0.000380,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1291,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000376,3232281142,3353877079,49773,443,54,6,0
4,0.000335,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,269,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1470,6,0
4,0.000139,3232281142,3353877079,49773,443,54,6,0
4,0.000000,3232281089,3232281142,53,49797,66,6,0
4,0.000000,3232281089,3232281142,53,49798,66,6,0
4,0.007433,1249755489,3232281142,443,49796,1030,6,0
4,0.000000,1249755489,3232281142,443,49796,85,6,1
4,0.004333,3232281142,3232281089,49797,53,54,6,0
4,0.004172,3232281142,3232281089,49798,53,54,6,0
4,0.006362,3232281142,1249755489,49796,443,54,6,0
4,0.000057,3232281142,1249755489,49796,443,85,6,1
4,0.000731,3232281142,3232281089,49797,53,56,6,0
4,0.000721,3232281142,3232281089,49798,53,56,6,0
4,0.000013,3232281142,3232281089,49798,53,96,6,0
4,0.000030,3232281142,3232281089,49797,53,96,6,0
4,0.002090,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.002157,3232281142,3353877079,49773,443,54,6,0
4,0.003185,1249755489,3232281142,443,49796,432,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1404,6,1
4,0.002983,3232281142,1249755489,49796,443,54,6,0
4,0.001056,1249755489,3232281142,443,49796,1466,6,1
4,0.004241,3232281089,3232281142,53,49797,54,6,0
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.004241,3232281089,3232281142,53,49798,54,6,0
4,0.000000,3232281089,3232281142,53,49798,54,6,0
4,0.000000,3232281089,3232281142,53,49797,54,6,0
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.002279,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.001147,3232281142,1249755489,49796,443,54,6,0
4,0.002358,3232281142,3353877079,49773,443,54,6,0
4,0.001210,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,90,6,0
4,0.001083,3232281142,3353877079,49773,443,54,6,0
4,0.000326,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000267,3232281142,3353877079,49773,443,54,6,0
4,0.000269,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000269,3232281142,3353877079,49773,443,54,6,0
4,0.000313,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000397,3232281142,3353877079,49773,443,54,6,0
4,0.001914,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,125,6,1
4,0.004032,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.002002,3232281142,3353877079,49773,443,54,6,0
4,0.004058,3232281142,1249755489,49796,443,54,6,0
4,0.000730,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000544,3232281142,1249755489,49796,443,54,6,0
4,0.000180,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000165,3232281142,1249755489,49796,443,54,6,0
4,0.001072,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.001982,3353877079,3232281142,443,49773,779,6,1
4,0.033508,3232281089,3232281142,53,49794,156,6,0
4,0.001149,3232281142,1249755489,49796,443,54,6,0
4,0.001897,3232281142,3353877079,49773,443,54,6,0
4,0.035143,3232281142,3232281089,49794,53,54,6,0
4,0.002617,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.002677,3232281142,1249755489,49796,443,54,6,0
4,0.000833,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.003450,3232281089,3232281142,53,49794,54,6,0
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000748,3232281142,1249755489,49796,443,54,6,0
4,0.003168,3232281142,3232281089,49794,53,54,6,0
4,0.004291,3232281142,3353877079,49773,443,1506,6,1
4,0.000000,3232281142,3353877079,49773,443,1506,6,0
4,0.000000,3232281142,3353877079,49773,443,1417,6,1
4,0.001192,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.001221,3232281142,1249755489,49796,443,54,6,0
4,0.000201,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000141,3232281142,1249755489,49796,443,54,6,0
4,0.000960,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000993,3232281142,1249755489,49796,443,54,6,0
4,0.001198,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.001195,3232281142,1249755489,49796,443,54,6,0
4,0.002211,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,0
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,1466,6,1
4,0.002327,3232281142,1249755489,49796,443,54,6,0
4,0.010229,3353877079,3232281142,443,49773,54,6,0
4,0.001017,1249755489,3232281142,443,49796,1466,6,1
4,0.000000,1249755489,3232281142,443,49796,354,6,0
4,0.000861,3232281142,1249755489,49796,443,54,6,0
4,0.000141,3232281142,1249755489,49796,443,93,6,1
4,0.012255,3232281142,3353877079,49773,443,552,6,0
4,0.000524,3232281142,3353877079,49773,443,645,6,0
4,0.000431,3232281142,3353877079,49773,443,645,6,0
4,0.001909,3232281142,3353877079,49773,443,1506,6,1
4,0.000000,3232281142,3353877079,49773,443,1506,6,0
4,0.000000,3232281142,3353877079,49773,443,1506,6,0
4,0.000000,3232281142,3353877079,49773,443,88,6,1
4,0.010907,1249755489,3232281142,443,49796,54,6,0
4,0.010907,3353877079,3232281142,443,49773,54,6,0
4,0.001322,3353877079,3232281142,443,49773,54,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.003025,3232281142,3353877079,49773,443,54,6,0
4,0.000406,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,584,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1410,6,1
4,0.000426,3232281142,3353877079,49773,443,54,6,0
4,0.000957,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000974,3232281142,3353877079,49773,443,54,6,0
4,0.001032,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,575,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.001258,3232281142,3353877079,49773,443,54,6,0
4,0.000516,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,519,6,1
4,0.000000,3353877079,3232281142,443,49773,54,6,0
4,0.000194,3232281142,3353877079,49773,443,54,6,0
4,0.000407,3353877079,3232281142,443,49773,294,6,1
4,0.000397,3232281142,3353877079,49773,443,54,6,0
4,0.223357,3232281142,3353877079,49784,443,663,6,0
4,0.000313,3232281142,3353877079,49784,443,705,6,0
4,0.227894,3353877079,3232281142,443,49784,54,6,0
4,0.001148,3353877079,3232281142,443,49784,96,6,1
4,0.048720,3232281089,3232281142,53,49797,162,6,0
4,0.048720,3232281089,3232281142,53,49798,178,6,0
4,0.052426,3232281142,3232281089,49798,53,54,6,0
4,0.000000,3232281142,2540012119,49799,443,66,6,0
4,0.000000,3232281142,2540012119,49800,443,66,6,0
4,0.052866,3232281142,3232281089,49797,53,54,6,0
4,0.002641,3232281089,3232281142,53,49798,54,6,0
4,0.002468,3232281142,3232281089,49798,53,54,6,0
4,0.000000,2540012119,3232281142,443,49799,66,6,0
4,0.000000,2540012119,3232281142,443,49800,66,6,0
4,0.005439,3232281142,2540012119,49799,443,54,6,0
4,0.005337,3232281142,2540012119,49800,443,54,6,0
4,0.006960,3232281089,3232281142,53,49797,54,6,0
4,0.001263,3232281142,2540012119,49799,443,323,6,0
4,0.024452,3232281142,3353877079,49773,443,552,6,0
4,0.000540,3232281142,3353877079,49773,443,662,6,0
4,0.000464,3232281142,3353877079,49773,443,645,6,0
4,0.007773,3232281142,3232281089,49797,53,54,6,0
4,0.013540,3353877079,3232281142,443,49784,96,6,0
4,0.000000,3353877079,3232281142,443,49784,304,6,1
4,0.018894,3232281142,3353877079,49784,443,66,6,0
4,0.000049,3232281142,3353877079,49784,443,54,6,0
4,0.001059,3353877079,3232281142,443,49784,699,6,1
4,0.005726,2540012119,3232281142,443,49799,54,6,0
4,0.028789,3353877079,3232281142,443,49773,54,6,0
4,0.000886,3353877079,3232281142,443,49773,54,6,0
4,0.000000,3353877079,3232281142,443,49773,550,6,1
4,0.001753,2540012119,3232281142,443,49799,1506,6,0
4,0.000569,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,2540012119,3232281142,443,49799,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,2540012119,3232281142,443,49799,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,2540012119,3232281142,443,49799,1048,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.004914,3232281142,3353877079,49773,443,54,6,0
4,0.006159,3232281142,2540012119,49799,443,54,6,0
4,0.000720,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,1
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
4,0.000000,3353877079,3232281142,443,49773,1506,6,0
