number,source_port,destination_port,protocol,length,length_deviation,delta_time,flow_average_length,flow_length_deviation,flow_delta_time,human
62,443,49338,6,108,149.76595745,0.00000000,117.66666667,11.60000000,0.00000000,1
63,49338,443,6,54,200.64583333,0.00014210,769.50000000,858.60000000,0.00946212,0
64,443,49338,6,85,165.55102041,0.00112700,113.00000000,32.66666667,0.00126910,1
65,443,49338,6,93,154.24000000,0.00000000,110.50000000,20.00000000,0.00000000,1
66,49338,443,6,54,190.21568627,0.00005984,667.28571429,715.50000000,0.00118685,0
67,49338,443,6,93,147.55769231,0.00064802,595.50000000,574.28571429,0.00064802,1
68,49338,443,6,89,148.77358491,0.00087309,539.22222222,506.50000000,0.00087309,1
69,443,49338,6,54,181.01851852,0.00588894,104.22222222,56.50000000,0.00746989,0
70,443,49338,6,314,82.27272727,0.01704216,125.20000000,209.77777778,0.01704216,1
71,443,49338,6,118,115.19642857,0.00000000,124.54545455,7.20000000,0.00000000,1
72,443,49338,6,85,146.17543860,0.00000000,121.25000000,39.54545455,0.00000000,1
73,443,49338,6,93,135.65517241,0.00000000,119.07692308,28.25000000,0.00000000,1
74,49338,443,6,54,172.35593220,0.00020289,490.70000000,485.22222222,0.02313399,0
75,49338,443,6,93,130.48333333,0.00155807,454.54545455,397.70000000,0.00155807,1
76,443,49338,6,438,216.65573770,0.00288606,141.85714286,318.92307692,0.00464702,1
77,443,49338,6,1466,1241.16129032,0.00000000,230.13333333,1324.14285714,0.00000000,1
78,443,49338,6,1466,1221.46031746,0.00000000,307.37500000,1235.86666667,0.00000000,1
79,443,49338,6,85,178.62500000,0.00000000,294.29411765,222.37500000,0.00000000,1
80,443,49338,6,217,43.87692308,0.00000000,290.00000000,77.29411765,0.00000000,1
81,49338,443,6,54,206.21212121,0.00007892,421.16666667,400.54545455,0.00296497,0
82,443,49338,6,1466,1208.86567164,0.00228095,351.89473684,1176.00000000,0.00235987,1
83,443,49338,6,1466,1191.08823529,0.00000000,407.60000000,1114.10526316,0.00000000,1
84,443,49338,6,1466,1173.82608696,0.00000000,458.00000000,1058.40000000,0.00000000,1
85,443,49338,6,1466,1157.05714286,0.00000000,503.81818182,1008.00000000,0.00000000,1
86,443,49338,6,1466,1140.76056338,0.00000000,545.65217391,962.18181818,0.00000000,1
87,443,49338,6,1466,1124.91666667,0.00000000,584.00000000,920.34782609,0.00000000,1
88,443,49338,6,1466,1109.50684932,0.00000000,619.28000000,882.00000000,0.00000000,1
89,443,49338,6,1466,1094.51351351,0.00000000,651.84615385,846.72000000,0.00000000,1
90,443,49338,6,1466,1079.92000000,0.00000000,682.00000000,814.15384615,0.00000000,1
91,443,49338,6,1466,1065.71052632,0.00000000,710.00000000,784.00000000,0.00000000,1
92,443,49338,6,1466,1051.87012987,0.00000000,736.06896552,756.00000000,0.00000000,1
93,443,49338,6,1179,751.38461538,0.00000000,750.83333333,442.93103448,0.00000000,1
94,443,49338,6,1466,1028.87341772,0.00000000,773.90322581,715.16666667,0.00000000,1
95,443,49338,6,1466,1016.01250000,0.00000000,795.53125000,692.09677419,0.00000000,1
96,443,49338,6,1466,1003.46913580,0.00000000,815.84848485,670.46875000,0.00000000,1
97,443,49338,6,1466,991.23170732,0.00000000,834.97058824,650.15151515,0.00000000,1
98,443,49338,6,1466,979.28915663,0.00000000,853.00000000,631.02941176,0.00000000,1
99,443,49338,6,1466,967.63095238,0.00000000,870.02777778,613.00000000,0.00000000,1
100,443,49338,6,1466,956.24705882,0.00000000,886.13513514,595.97222222,0.00000000,1
101,443,49338,6,1466,945.12790698,0.00000000,901.39473684,579.86486486,0.00000000,1
102,443,49338,6,1466,934.26436782,0.00000000,915.87179487,564.60526316,0.00000000,1
103,443,49338,6,1466,923.64772727,0.00000000,929.62500000,550.12820513,0.00000000,1
104,443,49338,6,1466,913.26966292,0.00000000,942.70731707,536.37500000,0.00000000,1
105,443,49338,6,1179,616.12222222,0.00000000,948.33333333,236.29268293,0.00000000,1
106,443,49338,6,1466,896.35164835,0.00000000,960.37209302,517.66666667,0.00000000,1
107,443,49338,6,1466,886.60869565,0.00000000,971.86363636,505.62790698,0.00000000,1
108,443,49338,6,638,49.07526882,0.00000000,964.44444444,333.86363636,0.00000000,1
109,443,49338,6,85,504.44680851,0.00000000,945.32608696,879.44444444,0.00000000,1
110,49338,443,6,54,530.13684211,0.00031114,392.92307692,367.16666667,0.00259209,0
111,443,49338,6,54,524.61458333,0.00479388,926.36170213,891.32608696,0.00510502,0
112,443,49604,6,78,495.20618557,0.38445401,0,0,0,1
113,443,49604,6,54,514.15306122,0.00000000,66.00000000,24.00000000,0.00000000,0
114,49604,443,6,54,508.95959596,0.00010705,0,0,0,0
116,80,50590,6,54,503.87000000,0.11851192,0,0,0,0
117,80,50593,6,54,498.88118812,0.00000000,0,0,0,0
118,80,50591,6,54,493.99019608,0.00000000,0,0,0,0
119,50590,80,6,54,489.19417476,0.00007200,0,0,0,0
120,50593,80,6,54,484.49038462,0.00007200,0,0,0,0
121,50591,80,6,54,479.87619048,0.00000906,0,0,0,0
122,80,50592,6,54,475.34905660,0.00879502,0,0,0,0
123,50592,80,6,54,470.90654206,0.00003290,0,0,0,0
124,443,49644,6,78,442.54629630,0.50315213,0,0,0,1
125,443,49644,6,54,462.48623853,0.00000000,66.00000000,24.00000000,0.00000000,0
126,49644,443,6,54,458.28181818,0.00009680,0,0,0,0
127,443,49649,6,78,430.15315315,0.13276505,0,0,0,1
128,443,49649,6,54,450.31250000,0.00000000,66.00000000,24.00000000,0.00000000,0
129,49649,443,6,54,446.32743363,0.00007606,0,0,0,0
130,443,49650,6,78,418.41228070,0.04501295,0,0,0,1
131,443,49650,6,54,438.77391304,0.00000000,66.00000000,24.00000000,0.00000000,0
132,49650,443,6,54,434.99137931,0.00025296,0,0,0,0
133,443,50605,6,85,400.27350427,0.18606806,0,0,0,0
134,443,50605,6,54,427.88135593,0.00000000,69.50000000,31.00000000,0.00000000,0
135,50605,443,6,54,424.28571429,0.00005698,0,0,0,0
136,50605,443,6,54,420.75000000,0.00003815,54.00000000,0.00000000,0.00003815,0
137,443,50604,6,85,386.27272727,0.23906589,0,0,0,0
138,443,50604,6,54,414.10655738,0.00000000,69.50000000,31.00000000,0.00000000,0
139,50604,443,6,54,410.73983740,0.00013494,0,0,0,0
140,50604,443,6,54,407.42741935,0.00010109,54.00000000,0.00000000,0.00010109,0
144,35247,15600,17,77,381.16800000,0.72479701,0,0,0,0
146,443,50617,6,85,370.14285714,0.26665497,0,0,0,0
147,443,50617,6,54,398.22834646,0.00000000,69.50000000,31.00000000,0.00000000,0
148,50617,443,6,54,395.11718750,0.00013399,0,0,0,0
149,50617,443,6,54,392.05426357,0.00010705,54.00000000,0.00000000,0.00010705,0
150,49342,443,6,118,325.03846154,0.08107495,0,0,0,1
151,49342,443,6,93,347.55725191,0.00007892,105.50000000,25.00000000,0.00007892,1
152,49342,443,6,165,272.92424242,0.00002098,125.33333333,59.50000000,0.00002098,1
154,49760,53,6,66,369.87218045,0.00102520,0,0,0,0
155,49761,53,6,66,367.11194030,0.00022984,0,0,0,0
156,49762,53,6,66,364.39259259,0.00019312,0,0,0,0
157,49763,53,6,66,361.71323529,0.00011992,0,0,0,0
158,49764,53,6,66,359.07299270,0.00016594,0,0,0,0
159,49765,53,6,66,356.47101449,0.00010419,0,0,0,0
160,49649,443,6,54,365.90647482,0.00243282,54.00000000,0.00000000,1.54786992,0
161,49649,443,6,54,363.29285714,0.00005102,54.00000000,0.00000000,0.00005102,0
162,49604,443,6,54,360.71631206,0.00012398,54.00000000,0.00000000,2.31162786,0
163,49650,443,6,54,358.17605634,0.00006604,54.00000000,0.00000000,1.50284505,0
164,49650,443,6,54,355.67132867,0.00002098,54.00000000,0.00000000,0.00002098,0
165,49644,443,6,54,353.20138889,0.00012302,54.00000000,0.00000000,1.68109608,0
166,49644,443,6,54,350.76551724,0.00002003,54.00000000,0.00000000,0.00002003,0
167,49399,443,6,132,270.36301370,0.00021195,0,0,0,1
168,49399,443,6,93,307.52380952,0.00003409,112.50000000,39.00000000,0.00003409,1
169,49399,443,6,277,121.44594595,0.00001907,167.33333333,164.50000000,0.00001907,1
170,53,49760,6,66,331.63087248,0.00144386,0,0,0,0
171,53,49761,6,66,329.42000000,0.00000000,0,0,0,0
172,53,49762,6,66,327.23841060,0.00000000,0,0,0,0
173,53,49763,6,66,325.08552632,0.00000000,0,0,0,0
174,53,49764,6,66,322.96078431,0.00000000,0,0,0,0
175,53,49765,6,66,320.86363636,0.00000000,0,0,0,0
176,49760,53,6,54,330.79354839,0.00058293,60.00000000,12.00000000,0.00594282,0
177,49761,53,6,54,328.67307692,0.00004101,60.00000000,12.00000000,0.00575399,0
178,49762,53,6,54,326.57961783,0.00001407,60.00000000,12.00000000,0.00557494,0
179,49763,53,6,54,324.51265823,0.00001407,60.00000000,12.00000000,0.00546908,0
180,49764,53,6,54,322.47169811,0.00001788,60.00000000,12.00000000,0.00532103,0
181,49765,53,6,54,320.45625000,0.00001597,60.00000000,12.00000000,0.00523281,0
182,443,49342,6,54,318.46583851,0.00020313,0,0,0,0
183,443,49342,6,93,277.50000000,0.00000000,73.50000000,39.00000000,0.00000000,1
184,49760,53,6,56,312.79754601,0.00022793,58.66666667,4.00000000,0.00053406,0
185,49762,53,6,56,310.89024390,0.00001693,58.66666667,4.00000000,0.00049591,0
186,49761,53,6,56,309.00606061,0.00001502,58.66666667,4.00000000,0.00052500,0
187,49760,53,6,91,272.14457831,0.00000119,66.75000000,32.33333333,0.00003314,0
188,49762,53,6,86,275.51497006,0.00001788,65.50000000,27.33333333,0.00003409,0
189,49763,53,6,56,303.87500000,0.00000811,58.66666667,4.00000000,0.00052404,0
190,49761,53,6,91,267.07692308,0.00000191,66.75000000,32.33333333,0.00002909,0
191,49763,53,6,86,270.50588235,0.00003505,65.50000000,27.33333333,0.00003695,0
192,49764,53,6,56,298.92397661,0.00033188,58.66666667,4.00000000,0.00087500,0
193,49764,53,6,89,264.18604651,0.00001216,66.25000000,30.33333333,0.00001216,0
194,49765,53,6,56,295.65895954,0.00013590,58.66666667,4.00000000,0.00100708,0
195,49765,53,6,89,260.95977011,0.00001407,66.25000000,30.33333333,0.00001407,0
197,53,49760,6,54,294.46857143,0.00139904,60.00000000,12.00000000,0.00310612,0
198,53,49760,6,54,292.79545455,0.00000000,58.00000000,6.00000000,0.00000000,0
199,53,49762,6,54,291.14124294,0.00123000,60.00000000,12.00000000,0.00433612,0
200,53,49761,6,54,289.50561798,0.00000000,60.00000000,12.00000000,0.00433612,0
201,53,49762,6,54,287.88826816,0.00000000,58.00000000,6.00000000,0.00000000,0
202,53,49761,6,54,286.28888889,0.00000000,58.00000000,6.00000000,0.00000000,0
203,53,49763,6,54,284.70718232,0.00000000,60.00000000,12.00000000,0.00433612,0
204,53,49763,6,54,283.14285714,0.00000000,58.00000000,6.00000000,0.00000000,0
205,53,49764,6,54,281.59562842,0.00000000,60.00000000,12.00000000,0.00433612,0
206,53,49764,6,54,280.06521739,0.00000000,58.00000000,6.00000000,0.00000000,0
207,53,49765,6,54,278.55135135,0.00000000,60.00000000,12.00000000,0.00433612,0
208,53,49765,6,54,277.05376344,0.00000000,58.00000000,6.00000000,0.00000000,0
209,443,49342,6,54,275.57219251,0.00113392,67.00000000,19.50000000,0.00458097,0
212,443,49604,6,54,274.10638298,0.00111294,62.00000000,12.00000000,2.32025695,0
213,53,49764,6,123,203.65608466,0.00000000,74.25000000,65.00000000,0.00224686,0
214,53,49765,6,161,164.58421053,0.00000000,83.75000000,103.00000000,0.00224686,0
215,443,49399,6,54,270.72251309,0.00000000,0,0,0,0
216,443,49399,6,54,269.31250000,0.00000000,54.00000000,0.00000000,0.00000000,0
217,443,49399,6,54,267.91709845,0.00000000,54.00000000,0.00000000,0.00000000,0
218,443,49399,6,93,227.53608247,0.00000000,63.75000000,39.00000000,0.00000000,1
220,49764,53,6,54,265.36923077,0.00051093,63.80000000,12.25000000,0.00553679,0
221,49765,53,6,54,264.01530612,0.00022602,63.80000000,12.25000000,0.00561285,0
222,49768,443,6,66,250.67512690,0.00035501,0,0,0,0
225,49769,53,6,66,249.40909091,0.00029016,0,0,0,0
226,49770,53,6,66,248.15577889,0.00012398,0,0,0,0
230,53,49764,6,54,258.91500000,0.00063205,70.20000000,20.25000000,0.00213814,0
232,49764,53,6,54,257.62686567,0.00059581,62.16666667,9.80000000,0.00222301,0
235,53,49769,6,66,244.35148515,0.00077605,0,0,0,0
238,49769,53,6,54,255.14778325,0.00011396,60.00000000,12.00000000,0.00224185,0
239,49769,53,6,56,251.89705882,0.00046420,58.66666667,4.00000000,0.00046420,0
240,49769,53,6,92,214.66829268,0.00001192,67.00000000,33.33333333,0.00001192,0
241,53,49765,6,54,251.62621359,0.00040293,77.80000000,29.75000000,0.00450301,0
242,53,49770,6,66,238.41062802,0.00000000,0,0,0,0
245,49770,53,6,54,249.26442308,0.00016713,60.00000000,12.00000000,0.00316405,0
246,49765,53,6,54,248.07177033,0.00014997,62.16666667,9.80000000,0.00408316,0
247,49770,53,6,56,244.89047619,0.00040483,58.66666667,4.00000000,0.00055480,0
248,49770,53,6,92,207.72985782,0.00001907,67.00000000,33.33333333,0.00001907,0
249,53,49769,6,54,244.75000000,0.00046301,60.00000000,12.00000000,0.00219703,0
250,53,49769,6,54,243.60093897,0.00000000,58.00000000,6.00000000,0.00000000,0
251,53,49770,6,54,242.46261682,0.00107312,60.00000000,12.00000000,0.00227714,0
252,53,49770,6,54,241.33488372,0.00000000,58.00000000,6.00000000,0.00000000,0
255,53,49762,6,155,139.21759259,0.00327587,82.25000000,97.00000000,0.01230288,0
256,53,49763,6,197,96.57603687,0.00000000,92.75000000,139.00000000,0.01230288,0
257,53,49760,6,155,138.13302752,0.00000000,82.25000000,97.00000000,0.01353288,0
258,49763,53,6,54,238.50228311,0.00028896,63.20000000,11.50000000,0.01571488,0
259,49762,53,6,54,237.41818182,0.00008702,63.20000000,11.50000000,0.01584697,0
260,49760,53,6,54,236.34389140,0.00003600,64.20000000,12.75000000,0.01590085,0
261,49771,53,6,66,223.27927928,0.00030208,0,0,0,0
262,49772,53,6,66,222.27802691,0.00014496,0,0,0,0
263,53,49761,6,200,87.28571429,0.00158501,93.50000000,142.00000000,0.01474690,0
264,443,49768,6,66,220.89777778,0.00000000,0,0,0,0
266,53,49771,6,66,219.92035398,0.00000000,0,0,0,0
267,53,49772,6,66,218.95154185,0.00000000,0,0,0,0
268,49768,443,6,54,229.99122807,0.00036311,60.00000000,12.00000000,0.01177120,0
269,49771,53,6,54,228.98689956,0.00003791,60.00000000,12.00000000,0.00213099,0
270,49772,53,6,54,227.99130435,0.00000787,60.00000000,12.00000000,0.00199389,0
271,49773,443,6,66,215.00432900,0.00058818,0,0,0,0
272,53,49763,6,54,226.07758621,0.00013590,85.00000000,38.75000000,0.00357699,0
274,53,49760,6,54,225.10729614,0.00000000,76.60000000,28.25000000,0.00357699,0
275,53,49762,6,54,224.14529915,0.00000000,76.60000000,28.25000000,0.00357699,0
276,49771,53,6,56,221.19148936,0.00024199,58.66666667,4.00000000,0.00097394,0
277,49763,53,6,54,222.25423729,0.00001812,61.66666667,9.20000000,0.00354815,0
278,49774,80,6,66,209.31645570,0.00000000,0,0,0,0
279,49771,53,6,102,172.43697479,0.00002503,69.50000000,43.33333333,0.00004315,0
280,49762,53,6,54,219.71548117,0.00003386,61.66666667,9.20000000,0.00352001,0
282,49760,53,6,54,218.80000000,0.00008392,62.50000000,10.20000000,0.00356793,0
284,49775,53,6,66,205.89211618,0.00020409,0,0,0,0
285,49768,443,6,591,319.95867769,0.00009799,237.00000000,531.00000000,0.00147486,0
286,49776,53,6,66,206.35802469,0.00001001,0,0,0,0
287,49761,53,6,54,217.51229508,0.00002599,64.20000000,12.75000000,0.01977897,0
288,49772,53,6,56,214.62448980,0.00013208,58.66666667,4.00000000,0.00159717,0
289,49772,53,6,102,167.75203252,0.00001788,69.50000000,43.33333333,0.00001788,0
290,53,49771,6,54,215.07287449,0.00109410,60.00000000,12.00000000,0.00311804,0
291,53,49771,6,54,214.20564516,0.00000000,58.00000000,6.00000000,0.00000000,0
292,80,49774,6,66,201.34538153,0.00000000,0,0,0,0
293,49774,80,6,54,212.54000000,0.00014400,60.00000000,12.00000000,0.00186896,0
294,65451,443,6,454,188.30677291,0.00070786,0,0,0,1
295,49774,80,6,273,6.55952381,0.00012207,131.00000000,213.00000000,0.00082994,0
296,53,49772,6,54,212.46640316,0.00001192,60.00000000,12.00000000,0.00410390,0
297,53,49772,6,54,211.62992126,0.00000000,58.00000000,6.00000000,0.00000000,0
299,53,49775,6,66,198.80000000,0.00000000,0,0,0,0
300,49775,53,6,54,210.02343750,0.00012517,60.00000000,12.00000000,0.00248909,0
302,49775,53,6,56,207.20622568,0.00055504,58.66666667,4.00000000,0.00055504,0
303,49775,53,6,87,175.40310078,0.00001097,65.75000000,28.33333333,0.00001097,0
304,53,49776,6,66,195.72586873,0.00084901,0,0,0,0
305,80,49774,6,54,206.97307692,0.00000000,60.00000000,12.00000000,0.00252604,0
306,49776,53,6,54,206.18007663,0.00010681,60.00000000,12.00000000,0.00390291,0
307,49776,53,6,56,203.39312977,0.00060415,58.66666667,4.00000000,0.00060415,0
308,49776,53,6,87,171.61977186,0.00001788,65.75000000,28.33333333,0.00001788,0
309,53,49775,6,54,203.96969697,0.00026202,60.00000000,12.00000000,0.00253105,0
310,53,49775,6,54,203.20000000,0.00000000,58.00000000,6.00000000,0.00000000,0
311,443,49773,6,66,190.43609023,0.00129414,0,0,0,0
312,53,49776,6,54,201.72284644,0.00000000,60.00000000,12.00000000,0.00228500,0
313,53,49776,6,54,200.97014925,0.00000000,58.00000000,6.00000000,0.00000000,0
314,80,49774,6,163,91.22304833,0.00000000,94.33333333,103.00000000,0.00228500,0
315,80,49774,6,1514,1260.11481481,0.00000000,449.25000000,1419.66666667,0.00000000,0
316,49773,443,6,54,204.53505535,0.00024390,60.00000000,12.00000000,0.00717592,0
317,49774,80,6,54,203.78308824,0.00002193,111.75000000,77.00000000,0.00410295,0
318,49774,80,6,54,203.03663004,0.00030804,100.20000000,57.75000000,0.00030804,0
319,49773,443,6,318,61.70437956,0.00054908,146.00000000,258.00000000,0.00087905,0
320,80,49774,6,440,183.48000000,0.00099087,447.40000000,9.25000000,0.00211382,0
321,49774,80,6,54,203.18478261,0.00003815,92.50000000,46.20000000,0.00157809,0
322,443,49768,6,54,202.45126354,0.00109982,60.00000000,12.00000000,0.01118088,0
323,53,49769,6,152,103.72302158,0.00000000,81.50000000,94.00000000,0.01797390,0
324,53,49770,6,197,58.35125448,0.00000000,92.75000000,139.00000000,0.01690078,0
325,49769,53,6,54,201.14285714,0.00036502,64.40000000,13.00000000,0.01994586,0
326,49770,53,6,54,200.42704626,0.00007415,64.40000000,13.00000000,0.01887608,0
327,49777,53,6,66,187.71631206,0.00035191,0,0,0,0
328,49778,53,6,66,187.05300353,0.00012112,0,0,0,0
329,53,49761,6,54,198.39436620,0.00004196,85.60000000,39.50000000,0.01213503,0
330,49761,53,6,54,197.69824561,0.00017095,62.50000000,10.20000000,0.01043200,0
331,53,49771,6,283,31.99300699,0.00115108,114.25000000,225.00000000,0.01033902,0
332,443,49773,6,54,197.11846690,0.00000000,60.00000000,12.00000000,0.00552797,0
333,53,49777,6,66,184.43402778,0.00000000,0,0,0,0
334,443,49399,6,124,125.79584775,0.00000000,75.80000000,60.25000000,0.02595711,1
335,53,49778,6,66,183.36206897,0.00000000,0,0,0,0
336,443,49399,6,116,132.73195876,0.00000000,82.50000000,40.20000000,0.00000000,1
337,443,49399,6,85,163.27739726,0.00000000,82.85714286,2.50000000,0.00000000,1
338,49777,53,6,54,193.72013652,0.00024986,60.00000000,12.00000000,0.00173497,0
339,49399,443,6,54,193.06122449,0.00001717,139.00000000,113.33333333,0.03425097,0
340,49778,53,6,54,192.40677966,0.00000691,60.00000000,12.00000000,0.00163794,0
341,49399,443,6,89,156.75675676,0.00056505,129.00000000,50.00000000,0.00057197,1
342,49771,53,6,54,191.22895623,0.00000596,66.40000000,15.50000000,0.01288390,0
343,49777,53,6,56,188.58724832,0.00000405,58.66666667,4.00000000,0.00059915,0
344,49777,53,6,97,146.95652174,0.00001192,68.25000000,38.33333333,0.00001192,0
345,49778,53,6,56,187.46666667,0.00014091,58.66666667,4.00000000,0.00072789,0
346,49778,53,6,97,145.84385382,0.00001717,68.25000000,38.33333333,0.00001717,0
347,443,49768,6,1506,1263.63907285,0.00126982,542.00000000,1446.00000000,0.00456500,0
348,443,49768,6,787,540.46864686,0.00000000,603.25000000,245.00000000,0.00000000,1
349,443,49399,6,93,155.30921053,0.00000000,84.12500000,10.14285714,0.00228882,1
350,53,49769,6,54,193.80000000,0.00000000,76.00000000,27.50000000,0.00456500,0
351,53,49770,6,54,193.16666667,0.00000000,85.00000000,38.75000000,0.00456500,0
352,443,65451,6,54,192.53745928,0.00000000,0,0,0,0
353,443,49773,6,1506,1260.08766234,0.00000000,542.00000000,1446.00000000,0.00228882,0
354,443,49773,6,1506,1256.00970874,0.00000000,783.00000000,964.00000000,0.00000000,0
355,443,49773,6,1506,1251.95806452,0.00000000,927.60000000,723.00000000,0.00000000,0
356,443,49773,6,1048,789.93247588,0.00000000,947.66666667,120.40000000,0.00000000,0
357,53,49777,6,54,206.59935897,0.00000000,60.00000000,12.00000000,0.00228882,0
358,53,49777,6,54,205.93929712,0.00000000,58.00000000,6.00000000,0.00000000,0
359,53,49778,6,54,205.28343949,0.00000000,60.00000000,12.00000000,0.00228882,0
360,53,49778,6,54,204.63174603,0.00000000,58.00000000,6.00000000,0.00000000,0
361,49768,443,6,54,203.98417722,0.00020003,191.25000000,183.00000000,0.01410794,0
362,49399,443,6,93,164.34069401,0.00000906,123.00000000,36.00000000,0.00165892,1
363,65451,443,6,216,40.82389937,0.00002003,335.00000000,238.00000000,0.01200509,1
364,49773,443,6,54,202.69592476,0.00001001,123.00000000,92.00000000,0.00693297,0
365,49769,53,6,54,202.06250000,0.00016499,62.66666667,10.40000000,0.00460410,0
366,49770,53,6,54,201.43302181,0.00005388,62.66666667,10.40000000,0.00458384,0
367,49768,443,6,118,136.80745342,0.00032806,176.60000000,73.25000000,0.00058603,0
368,53,49777,6,163,91.38390093,0.00047207,84.25000000,105.00000000,0.00125813,0
369,53,49778,6,156,98.10185185,0.00000000,82.50000000,98.00000000,0.00125813,0
370,53,49772,6,269,15.20000000,0.00000000,110.75000000,211.00000000,0.01290011,0
371,65446,443,6,457,203.15337423,0.00005198,0,0,0,1
372,65446,443,6,1466,1211.53211009,0.00009203,961.50000000,1009.00000000,0.00009203,0
373,65446,443,6,1466,1207.83841463,0.00000000,1129.66666667,504.50000000,0.00000000,0
374,65446,443,6,1466,1204.16717325,0.00000000,1213.75000000,336.33333333,0.00000000,0
375,65446,443,6,1466,1200.51818182,0.00000000,1264.20000000,252.25000000,0.00000000,0
376,65446,443,6,1466,1196.89123867,0.00000000,1297.83333333,201.80000000,0.00000000,0
377,65446,443,6,1227,954.28614458,0.00000000,1287.71428571,70.83333333,0.00000000,1
378,49778,53,6,54,221.57957958,0.00016809,65.40000000,14.25000000,0.00284004,0
379,49772,53,6,54,220.91616766,0.00007486,66.40000000,15.50000000,0.01536703,0
380,49779,53,6,66,208.25671642,0.00028396,0,0,0,0
381,49780,53,6,66,207.63690476,0.00012302,0,0,0,0
382,53,49771,6,54,219.02077151,0.00033998,102.20000000,60.25000000,0.00468087,0
383,49771,53,6,54,218.37278107,0.00025296,64.33333333,12.40000000,0.00408888,0
384,53,49779,6,66,205.72861357,0.00167513,0,0,0,0
385,53,49780,6,66,205.12352941,0.00000000,0,0,0,0
386,53,49778,6,54,216.52199413,0.00000000,76.80000000,28.50000000,0.00306201,0
387,49779,53,6,54,215.88888889,0.00021601,60.00000000,12.00000000,0.00260711,0
