number,source_port,destination_port,protocol,length,length_deviation,delta_time,flow_average_length,flow_length_deviation,flow_delta_time,human
1,443,53342,6,66,0,0,66,0,0,0
2,443,53342,6,335,269.00000000,0.00055814,200.50000000,269.00000000,0.00055814,1
3,53342,443,6,66,134.50000000,0.00007391,66,0,0,0
4,53322,22,6,190,34.33333333,1.08726788,190,0,0,0
5,22,53322,6,66,98.25000000,0.01015401,66,0,0,0
6,53332,443,6,1466,1321.40000000,0.00044322,1466,0,0,0
7,53332,443,6,1466,1101.16666667,0.00000596,1466.00000000,0.00000000,0.00000596,0
8,53332,443,6,292,230.14285714,0.00006485,1074.66666667,1174.00000000,0.00006485,1
9,53332,443,6,191,302.37500000,0.00007915,853.75000000,883.66666667,0.00007915,1
10,443,53332,6,66,393.77777778,0.00679088,66,0,0,0
11,443,53332,6,66,354.40000000,0.00019312,66.00000000,0.00000000,0.00019312,0
12,443,53332,6,66,322.18181818,0.00000095,66.00000000,0.00000000,0.00000095,0
13,443,53332,6,66,295.33333333,0.00000095,66.00000000,0.00000000,0.00000095,0
14,443,53332,6,132,206.61538462,0.19404292,79.20000000,66.00000000,0.19404292,1
15,443,53332,6,335,11.14285714,0.00000215,121.83333333,255.80000000,0.00000215,1
16,443,53332,6,214,110.60000000,0.00000095,135.00000000,92.16666667,0.00000095,1
17,53332,443,6,66,251.68750000,0.00013208,696.20000000,787.75000000,0.20116401,0
18,443,53332,6,105,197.88235294,0.31126881,131.25000000,30.00000000,0.31140089,1
19,53332,443,6,66,225.88888889,0.00013304,591.16666667,630.20000000,0.31140184,0
20,53332,443,6,105,175.00000000,0.00019002,521.71428571,486.16666667,0.00019002,1
21,443,53332,6,66,205.25000000,0.00633597,124.00000000,65.25000000,0.00665903,0
22,53545,443,6,54,207.47619048,0.47524500,54,0,0,0
23,443,53545,6,60,192.04545455,0.00989413,60,0,0,0
24,443,53545,6,60,183.69565217,0.00000405,60.00000000,0.00000000,0.00000405,0
25,53545,443,6,54,182.04166667,0.00049877,54.00000000,0.00000000,0.01039696,0
26,62077,53,17,83,145.76000000,0.02176118,83,0,0,0
27,53341,443,6,120,103.15384615,0.56633687,120,0,0,1
28,443,53341,6,66,153.33333333,0.01748896,66,0,0,0
29,443,53341,6,99,114.85714286,0.08828306,82.50000000,33.00000000,0.08828306,1
30,53341,443,6,66,143.89655172,0.00031209,93.00000000,54.00000000,0.10608411,0
31,443,56974,17,103,102.10000000,0.08447194,103,0,0,0
32,443,56974,17,79,122.80645161,0.00000310,91.00000000,24.00000000,0.00000310,0
33,443,56974,17,217,19.03125000,0.00032401,133.00000000,126.00000000,0.00032401,0
34,56974,443,17,75,123.54545455,0.00103092,75,0,0,0
35,56974,443,17,414,219.08823529,0.02033806,244.50000000,339.00000000,0.02033806,0
36,443,56974,17,72,129.17142857,0.00534797,117.75000000,61.00000000,0.02671695,0
37,56974,443,17,73,124.58333333,0.00051308,187.33333333,171.50000000,0.00586104,0
38,22,53322,6,150,44.21621622,0.03949499,108.00000000,84.00000000,1.85103321,0
39,53322,22,6,66,127.05263158,0.00026894,128.00000000,124.00000000,1.86145616,0
40,443,56974,17,147,42.79487179,0.06966901,123.60000000,29.25000000,0.10994601,0
41,56974,443,17,79,109.72500000,0.00125098,160.25000000,108.33333333,0.11068392,0
42,443,56974,17,69,117.04878049,0.03017998,114.50000000,54.60000000,0.03143096,0
43,53340,443,6,94,89.26190476,0.72166109,94,0,0,1
44,443,53340,6,66,115.18604651,0.01161385,66,0,0,0
45,443,53340,6,90,88.56818182,0.00874114,78.00000000,24.00000000,0.00874114,1
46,53340,443,6,66,110.60000000,0.00016093,80.00000000,28.00000000,0.02051592,0
47,53336,443,6,290,115.80434783,0.16657209,290,0,0,1
48,443,53336,6,66,110.65957447,0.03744388,66,0,0,0
49,443,53336,6,1294,1119.64583333,0.09619594,680.00000000,1228.00000000,0.09619594,0
50,443,53336,6,518,320.79591837,0.00000405,626.00000000,162.00000000,0.00000405,1
51,53336,443,6,66,137.62000000,0.00031710,178.00000000,224.00000000,0.13396096,0
52,53522,443,6,105,95.92156863,0.59097481,105,0,0,1
53,53522,443,6,90,109.07692308,0.00067616,97.50000000,15.00000000,0.00067616,1
54,53522,443,6,66,131.01886792,0.00005507,87.00000000,31.50000000,0.00005507,0
55,443,53522,6,66,128.59259259,0.00777197,66,0,0,0
56,443,53522,6,66,126.25454545,0.00006580,66.00000000,0.00000000,0.00006580,0
57,443,53522,6,66,124.00000000,0.00000119,66.00000000,0.00000000,0.00000119,0
58,53522,443,6,66,121.82456140,0.00023198,81.75000000,21.00000000,0.00807095,0
59,22,53322,6,150,35.72413793,0.02889204,122.00000000,42.00000000,1.77274799,0
60,53322,22,6,66,119.11864407,0.00030398,107.33333333,62.00000000,1.77278304,0
61,53527,443,6,105,78.13333333,1.17558694,105,0,0,1
62,53528,443,6,105,76.85245902,0.00019288,105,0,0,1
63,443,53527,6,105,75.61290323,0.00793219,105,0,0,1
64,53527,443,6,66,113.41269841,0.00013280,85.50000000,39.00000000,0.00825787,0
65,443,53528,6,105,72.64062500,0.00038409,105,0,0,1
66,53528,443,6,66,110.52307692,0.00005198,85.50000000,39.00000000,0.00850105,0
67,53322,22,6,190,15.15151515,0.17338204,128.00000000,82.66666667,1.35766292,0
68,22,53322,6,66,109.07462687,0.00607204,108.00000000,56.00000000,1.36403894,0
69,53332,443,6,1466,1292.52941176,0.03115106,639.75000000,944.28571429,4.50562215,0
70,53332,443,6,1351,1158.79710145,0.00016284,718.77777778,711.25000000,0.00016284,1
71,53332,443,6,129,79.75714286,0.00000310,659.80000000,589.77777778,0.00000310,1
72,443,53332,6,66,141.63380282,0.00507808,118.20000000,58.00000000,4.50453019,0
73,443,53332,6,66,139.66666667,0.00004888,113.45454545,52.20000000,0.00004888,0
74,443,53332,6,66,137.75342466,0.00000191,109.50000000,47.45454545,0.00000191,0
75,443,53332,6,1038,836.10810811,0.12105608,180.92307692,928.50000000,0.12105608,1
76,443,53332,6,216,2.96000000,0.00000405,183.42857143,35.07692308,0.00000405,1
77,53332,443,6,66,147.07894737,0.00027990,605.81818182,593.80000000,0.12646890,0
78,443,53332,6,325,113.83116883,0.00024796,192.86666667,141.57142857,0.00052786,1
79,443,53332,6,122,90.62820513,0.00000119,188.43750000,70.86666667,0.00000119,1
80,53332,443,6,66,145.48101266,0.00007200,560.83333333,539.81818182,0.00032115,0
81,443,53332,6,105,104.66250000,0.00019097,183.52941176,83.43750000,0.00026298,1
82,53332,443,6,66,142.37037037,0.00002599,522.76923077,494.83333333,0.00021696,0
83,53332,443,6,105,101.63414634,0.00005007,492.92857143,417.76923077,0.00005007,1
84,443,53332,6,66,139.40963855,0.00520992,177.00000000,117.52941176,0.00528598,0
85,53329,443,6,283,79.25000000,0.43391991,283,0,0,0
86,443,53329,6,70,134.68235294,0.02295494,70,0,0,0
87,53329,443,6,66,137.11627907,0.00034118,174.50000000,217.00000000,0.02329612,0
88,443,53329,6,1214,1012.45977011,0.01964998,642.00000000,1144.00000000,0.01999116,0
89,53329,443,6,66,147.04545455,0.00027204,138.33333333,108.50000000,0.01992202,0
90,53329,443,6,267,55.60674157,0.01525903,170.50000000,128.66666667,0.01525903,0
91,443,53329,6,70,142.01111111,0.02002692,451.33333333,572.00000000,0.03555799,0
92,53329,443,6,589,378.54945055,0.00024486,254.20000000,418.50000000,0.02027178,0
93,443,53329,6,347,132.43478261,0.00530410,425.25000000,104.33333333,0.00554895,0
94,53329,443,6,66,149.98924731,0.00015903,222.83333333,188.20000000,0.00546312,0
95,443,53329,6,74,140.39361702,0.01483202,355.00000000,351.25000000,0.01499104,0
96,53329,443,6,66,146.91578947,0.00011492,200.42857143,156.83333333,0.01494694,0
97,443,53329,6,1006,794.61458333,0.00060916,463.50000000,651.00000000,0.00072408,0
98,53329,443,6,66,153.57731959,0.00002885,183.62500000,134.42857143,0.00063801,0
99,443,53329,6,299,80.98979592,0.00465298,440.00000000,164.50000000,0.00468183,0
100,443,53329,6,299,80.17171717,0.00000095,422.37500000,141.00000000,0.00000095,0
101,53329,443,6,66,153.63000000,0.00005102,170.55555556,117.62500000,0.00470495,0
102,443,53329,6,846,627.89108911,0.00991106,469.44444444,423.62500000,0.00996208,0
103,53329,443,6,66,158.26470588,0.00013208,160.10000000,104.55555556,0.01004314,0
104,443,53329,6,926,703.27184466,0.00279593,515.10000000,456.55555556,0.00292802,0
105,53329,443,6,66,163.49038462,0.00008011,151.54545455,94.10000000,0.00287604,0
106,53329,443,6,299,71.06666667,0.02563691,163.83333333,147.45454545,0.02563691,0
107,443,53329,6,70,158.60377358,0.01998401,474.63636364,445.10000000,0.04570103,0
108,53329,443,6,66,161.12149533,0.00014305,156.30769231,97.83333333,0.02012706,0
109,443,53329,6,1294,1068.37037037,0.01300001,542.91666667,819.36363636,0.01314306,0
110,443,53329,6,114,121.43119266,0.00000095,509.92307692,428.91666667,0.00000095,0
111,53329,443,6,66,168.32727273,0.00011396,149.85714286,90.30769231,0.01311493,0
114,443,53456,6,139,93.81081081,0.99845099,139,0,0,1
115,53456,443,6,66,165.97321429,0.00034690,66,0,0,0
116,443,53351,6,236,5.49557522,0.07144904,236,0,0,1
117,53351,443,6,66,164.55263158,0.00050902,66,0,0,0
118,22,53322,6,150,79.12173913,0.01913905,116.40000000,42.00000000,1.86369896,0
119,53322,22,6,66,162.43965517,0.00030494,115.60000000,62.00000000,1.87007594,0
120,53329,443,6,219,8.05128205,0.52651906,154.46666667,69.14285714,1.61671901,0
121,443,53329,6,70,156.98305085,0.02214193,478.50000000,439.92307692,1.63897491,0
122,53329,443,6,66,159.66386555,0.00026298,148.93750000,88.46666667,0.02240491,0
123,443,53329,6,187,37.33333333,0.00308800,459.06666667,291.50000000,0.00335097,0
124,53329,443,6,66,158.02479339,0.00021911,144.05882353,82.93750000,0.00330710,0
126,22,53322,6,150,72.72950820,1.21967506,122.00000000,33.60000000,1.77221107,0
127,53322,22,6,66,156.13821138,0.00010395,107.33333333,49.60000000,1.77201009,0
128,62077,53,17,83,137.87903226,0.80334091,83.00000000,0.00000000,8.40008688,0
129,53322,22,6,190,29.77600000,0.56714702,119.14285714,82.66666667,1.37048793,0
130,443,53341,6,503,283.46031746,0.00403595,222.66666667,420.50000000,8.29916096,1
131,53341,443,6,66,155.77165354,0.00026202,84.00000000,27.00000000,8.29911089,0
132,22,53322,6,66,154.55468750,0.00373507,114.00000000,56.00000000,1.37862492,0
133,443,56974,17,101,118.35658915,1.67259908,112.57142857,13.50000000,9.72255206,0
134,443,56974,17,79,139.44615385,0.00025487,108.37500000,33.57142857,0.00025487,0
135,443,56974,17,91,126.38167939,0.00000215,106.44444444,17.37500000,0.00000215,0
136,56974,443,17,73,143.42424242,0.00110388,142.80000000,87.25000000,9.75409293,0
137,56974,443,17,415,199.65413534,0.02221394,188.16666667,272.20000000,0.02221394,0
138,443,53456,6,122,94.83582090,0.00552702,130.50000000,17.00000000,4.94398093,1
139,53456,443,6,66,150.13333333,0.00025010,66.00000000,0.00000000,4.94388413,0
140,443,53456,6,66,149.02941176,0.00010586,109.00000000,64.50000000,0.00035596,0
141,443,56974,17,72,141.94160584,0.00000119,103.00000000,34.44444444,0.02920198,0
142,53456,443,6,66,146.91304348,0.00023293,66.00000000,0.00000000,0.00033998,0
143,56974,443,17,73,138.85611511,0.00030589,171.71428571,115.16666667,0.00642300,0
144,443,56974,17,147,63.86428571,0.12113810,107.00000000,44.00000000,0.12167692,0
145,56974,443,17,79,131.41134752,0.00131297,160.12500000,92.71428571,0.12245107,0
146,22,53322,6,150,59.48591549,0.02513599,118.50000000,36.00000000,1.85018396,0
147,53322,22,6,66,143.06993007,0.00029016,112.50000000,53.14285714,1.85850716,0
148,443,56974,17,69,139.07638889,0.00550199,103.83333333,38.00000000,0.03224111,0
149,53329,443,6,251,43.88275862,0.40624499,150.00000000,106.94117647,4.86052108,0
150,443,53329,6,70,137.41780822,0.02367282,434.75000000,389.06666667,4.88441300,0
151,53329,443,6,66,140.48299320,0.00033307,145.57894737,84.00000000,0.02400589,0
152,443,53329,6,219,13.46621622,0.00796890,422.05882353,215.75000000,0.00830197,0
153,53329,443,6,66,139.62416107,0.00028801,141.60000000,79.57894737,0.00825691,0
154,62729,1900,17,212,7.30666667,0.08732820,212,0,0,0
155,53329,443,6,267,62.25827815,0.01693201,147.57142857,125.40000000,0.10426021,0
156,443,53329,6,70,135.15131579,0.02011395,402.50000000,352.05882353,0.12466216,0
157,53329,443,6,66,138.26797386,0.00009584,143.86363636,81.57142857,0.02020979,0
158,443,53329,6,219,15.62987013,0.01314116,392.84210526,183.50000000,0.01323700,0
159,53329,443,6,66,137.47096774,0.00006604,140.47826087,77.86363636,0.01320720,0
160,62729,1900,17,212,9.41025641,0.95337296,212.00000000,0.00000000,1.00372195,0
161,55091,53,17,78,124.64968153,0.04154205,78,0,0,0
162,53,55091,17,196,5.86075949,0.00864697,196,0,0,0
163,53546,443,6,78,123.82389937,0.00424194,78,0,0,0
164,443,53546,6,74,127.05000000,0.02993798,74,0,0,0
165,53546,443,6,66,134.26086957,0.00014710,72.00000000,12.00000000,0.03008509,0
166,53546,443,6,1303,1103.56790123,0.00068402,482.33333333,1231.00000000,0.00068402,0
167,443,53546,6,320,113.79754601,0.03094292,197.00000000,246.00000000,0.03177404,0
168,53546,443,6,66,140.89634146,0.00019789,378.25000000,416.33333333,0.03114080,0
169,53546,443,6,146,60.04242424,0.00041914,331.80000000,232.25000000,0.00041914,0
170,53546,443,6,236,30.31927711,0.00017786,315.83333333,95.80000000,0.00017786,1
171,53546,443,6,628,422.13772455,0.00001407,360.42857143,312.16666667,0.00001407,1
172,53546,443,6,207,1.37500000,0.00005102,341.25000000,153.42857143,0.00005102,1
173,443,53546,6,353,144.63313609,0.03423095,249.00000000,156.00000000,0.03509092,1
174,53546,443,6,66,143.21764706,0.00015593,310.66666667,275.25000000,0.03438687,0
175,443,53546,6,124,84.38011696,0.00078416,217.75000000,125.00000000,0.00094008,1
176,53546,443,6,66,141.88953488,0.00003290,286.20000000,244.66666667,0.00081706,0
177,53546,443,6,97,110.06936416,0.00006795,269.00000000,189.20000000,0.00006795,1
178,443,53546,6,66,140.43678161,0.06889105,187.40000000,151.75000000,0.06899190,0
179,22,53322,6,150,55.63428571,0.01452303,122.00000000,31.50000000,1.77103901,0
180,53322,22,6,66,139.31818182,0.00020003,107.33333333,46.50000000,1.77094889,0
181,443,53546,6,1294,1089.46892655,0.00215292,371.83333333,1106.60000000,0.01687598,0
182,443,53546,6,1294,1083.34831461,0.00000119,503.57142857,922.16666667,0.00000119,0
183,443,53546,6,486,269.29608939,0.00000095,501.37500000,17.57142857,0.00000095,1
184,53546,443,6,66,152.20000000,0.00005889,252.08333333,203.00000000,0.08582807,0
185,443,53546,6,1294,1076.64088398,0.00081015,589.44444444,792.62500000,0.00086904,0
186,443,53546,6,253,29.72527473,0.00000191,555.80000000,336.44444444,0.00000191,1
187,53546,443,6,66,157.43715847,0.00004506,237.76923077,186.08333333,0.00085711,0
188,53546,443,6,219,3.58152174,0.00342894,236.42857143,18.76923077,0.00342894,1
189,443,53546,6,66,156.56216216,0.02845001,511.27272727,489.80000000,0.03192401,0
190,443,53546,6,1294,1072.27956989,0.07836509,576.50000000,782.72727273,0.07836509,0
191,443,53546,6,239,11.54545455,0.00000191,550.53846154,337.50000000,0.00000191,1
192,53546,443,6,66,161.51595745,0.00011992,225.06666667,170.42857143,0.10693693,0
193,53342,443,6,314,87.33862434,0.21007514,190.00000000,248.00000000,15.04471207,1
194,443,53342,6,335,107.87894737,0.08876681,245.33333333,134.50000000,15.13355279,1
195,53342,443,6,66,161.68586387,0.00011015,148.66666667,124.00000000,0.08887696,0
196,53546,443,6,280,53.15625000,0.11266303,228.50000000,54.93333333,0.41161513,1
197,53546,443,6,353,125.88082902,0.00010800,235.82352941,124.50000000,0.00010800,1
198,53546,443,6,207,20.76804124,0.00010896,234.22222222,28.82352941,0.00010896,1
199,53546,443,6,208,19.66153846,0.00004101,232.84210526,26.22222222,0.00004101,1
200,443,53546,6,66,161.56122449,0.02847886,515.92857143,484.53846154,0.44047189,0
201,443,53546,6,66,160.74111675,0.00000119,485.93333333,449.92857143,0.00000119,0
202,443,53546,6,66,159.92929293,0.00052381,459.68750000,419.93333333,0.00052381,0
203,443,53546,6,66,159.12562814,0.00015020,436.52941176,393.68750000,0.00015020,0
204,443,53546,6,1294,1069.67000000,0.04570079,484.16666667,857.47058824,0.04570079,0
205,443,53546,6,335,105.34825871,0.00000215,476.31578947,149.16666667,0.00000215,1
206,53546,443,6,66,164.17326733,0.00015497,224.50000000,166.84210526,0.07501197,0
207,53546,443,6,211,18.36453202,0.01277089,223.85714286,13.50000000,0.01277089,1
208,443,53546,6,1294,1064.72549020,0.00361609,517.20000000,817.68421053,0.01654196,0
209,443,53546,6,207,27.46829268,0.00000095,502.42857143,310.20000000,0.00000095,1
210,53546,443,6,66,168.33495146,0.00009513,216.68181818,157.85714286,0.00371218,0
211,57912,53,17,87,146.52173913,0.00201392,87,0,0,0
212,53,57912,17,103,129.81730769,0.00761199,103,0,0,0
213,53547,443,6,78,154.19617225,0.00115705,78,0,0,0
214,443,53547,6,74,157.46190476,0.00570607,74,0,0,0
215,53547,443,6,66,164.71563981,0.00012684,72.00000000,12.00000000,0.00583291,0
216,53547,443,6,1311,1081.06132075,0.00046396,485.00000000,1239.00000000,0.00046396,0
217,53547,443,6,72,163.01408451,0.00011015,381.75000000,413.00000000,0.00011015,0
218,53547,443,6,699,464.74766355,0.00001192,445.20000000,317.25000000,0.00001192,1
219,443,53547,6,66,170.41395349,0.00590110,70.00000000,8.00000000,0.00661397,0
220,443,53547,6,66,169.62500000,0.00000095,68.66666667,4.00000000,0.00000095,0
221,443,53547,6,66,168.84331797,0.00000095,68.00000000,2.66666667,0.00000095,0
222,443,53547,6,834,599.93119266,0.00092292,221.20000000,766.00000000,0.00092292,0
223,443,53547,6,128,108.80821918,0.00000119,205.66666667,93.20000000,0.00000119,1
224,443,53547,6,97,139.31363636,0.00000095,190.14285714,108.66666667,0.00000095,1
225,53547,443,6,66,169.68325792,0.00005388,382.00000000,379.20000000,0.00688195,0
226,53547,443,6,150,84.91891892,0.00025201,348.85714286,232.00000000,0.00025201,0
227,53547,443,6,97,137.53811659,0.00033307,317.37500000,251.85714286,0.00033307,1
228,443,53546,6,66,167.92410714,0.00014305,482.59090909,436.42857143,0.02490711,0
229,443,53546,6,1294,1060.82222222,0.00262499,517.86956522,811.40909091,0.00262499,0
230,443,53546,6,390,152.12831858,0.00000191,512.54166667,127.86956522,0.00000191,1
231,53546,443,6,66,172.54185022,0.00003910,210.13043478,150.68181818,0.02747798,0
232,443,53547,6,66,171.78508772,0.00290895,174.62500000,124.14285714,0.00635695,0
233,443,53547,6,286,48.96506550,0.01029491,187.00000000,111.37500000,0.01029491,1
234,443,53547,6,357,119.75217391,0.00000119,204.00000000,170.00000000,0.00000119,1
235,443,53547,6,97,140.76623377,0.00000095,194.27272727,107.00000000,0.00000095,1
236,443,53547,6,105,132.15948276,0.00000095,186.83333333,89.27272727,0.00000095,1
237,53547,443,6,66,170.59227468,0.00010991,289.44444444,251.37500000,0.01612592,0
238,53547,443,6,105,130.86324786,0.00018597,271.00000000,184.44444444,0.00018597,1
239,53547,443,6,90,145.30638298,0.00008917,254.54545455,181.00000000,0.00008917,1
240,53547,443,6,66,168.69067797,0.00001097,238.83333333,188.54545455,0.00001097,0
241,53546,443,6,211,22.97890295,0.00232100,210.16666667,0.86956522,0.01592398,1
242,443,53547,6,66,167.88235294,0.00391698,177.53846154,120.83333333,0.00663400,0
243,443,53547,6,66,167.17991632,0.00012803,169.57142857,111.53846154,0.00012803,0
244,53547,443,6,66,166.48333333,0.00012994,225.53846154,172.83333333,0.00649595,0
245,443,53546,6,66,165.79253112,0.06592202,494.68000000,446.54166667,0.08606005,0
246,443,53546,6,1294,1062.89256198,0.03528190,525.42307692,799.32000000,0.03528190,0
247,443,53546,6,351,115.51851852,0.00000215,518.96296296,174.42307692,0.00000215,1
248,53546,443,6,66,169.95491803,0.00012493,204.40000000,144.16666667,0.10550594,0
249,62729,1900,17,212,23.26122449,0.00204992,212.00000000,0.00000000,1.00365186,0
250,443,53546,6,1294,1058.83333333,0.02596807,546.64285714,775.03703704,0.02814293,0
251,443,53546,6,688,448.54655870,0.00000095,551.51724138,141.35714286,0.00000095,1
252,53546,443,6,66,175.26209677,0.00010800,199.07692308,138.40000000,0.02812696,0
253,443,53546,6,1294,1053.44176707,0.01744103,576.26666667,742.48275862,0.01754904,0
254,443,53546,6,566,321.22800000,0.00000095,575.93548387,10.26666667,0.00000095,1
255,53546,443,6,66,180.05179283,0.00009918,194.14814815,133.07692308,0.01754117,0
256,62077,53,17,83,162.33730159,0.13361382,83.00000000,0.00000000,5.14159799,0
257,53333,443,6,164,80.69565217,0.47207117,164,0,0,1
258,53332,443,6,1466,1221.62204724,0.00017285,557.80000000,973.07142857,9.89482284,0
259,53332,443,6,1466,1216.83137255,0.00000095,614.56250000,908.20000000,0.00000095,0
260,53332,443,6,294,40.07812500,0.00000620,595.70588235,320.56250000,0.00000620,1
261,53332,443,6,191,63.07782101,0.00000787,573.22222222,404.70588235,0.00000787,1
262,443,53333,6,66,187.83333333,0.00780797,66,0,0,0
263,443,53332,6,66,187.10810811,0.00000000,171.15789474,111.00000000,9.89743590,0
264,443,53332,6,66,186.38846154,0.00017715,165.90000000,105.15789474,0.00017715,0
265,443,53332,6,66,185.67432950,0.00000095,161.14285714,99.90000000,0.00000095,0
266,443,53332,6,66,184.96564885,0.00000000,156.81818182,95.14285714,0.00000000,0
267,443,53333,6,163,87.26235741,0.00329304,114.50000000,97.00000000,0.00347114,1
268,443,53333,6,140,109.93181818,0.00000000,123.00000000,25.50000000,0.00000000,1
269,443,53333,6,97,152.51698113,0.00000095,116.50000000,26.00000000,0.00000095,1
270,443,53333,6,105,143.94360902,0.00000000,114.20000000,11.50000000,0.00000000,1
271,53333,443,6,66,182.40449438,0.00009489,115.00000000,98.00000000,0.01156282,0
272,53333,443,6,105,142.72388060,0.00014997,111.66666667,10.00000000,0.00014997,1
273,443,53333,6,66,181.19330855,0.00991106,106.16666667,48.20000000,0.01015592,0
274,443,53332,6,132,114.52222222,0.08283496,155.73913043,24.81818182,0.09628487,1
275,443,53332,6,299,52.90036900,0.00000119,161.70833333,143.26086957,0.00000119,1
276,53332,443,6,66,180.29411765,0.00011897,546.52631579,507.22222222,0.10439110,0
277,443,53332,6,326,80.36630037,0.00024104,168.28000000,164.29166667,0.00036001,1
278,443,53332,6,105,140.92700730,0.00000000,165.84615385,63.28000000,0.00000000,1
279,53332,443,6,66,179.41454545,0.00002599,522.50000000,480.52631579,0.00026703,0
280,53332,443,6,105,139.76449275,0.00007582,502.61904762,417.50000000,0.00007582,1
281,443,53332,6,66,178.25992780,0.00578904,162.14814815,99.84615385,0.00589085,0
282,59572,53,17,100,143.61870504,0.11983013,100,0,0,0
283,53,59572,17,153,90.10394265,0.00767994,153,0,0,0
284,53548,443,6,78,164.78214286,0.01495790,78,0,0,0
285,53549,443,6,78,164.19572954,0.00011015,78,0,0,0
286,62621,53,17,75,166.61347518,0.00010800,75,0,0,0
287,443,53548,6,74,167.02473498,0.00677180,74,0,0,0
288,443,53549,6,74,166.43661972,0.00002408,74,0,0,0
289,53548,443,6,66,173.85263158,0.00009108,72.00000000,12.00000000,0.00710511,0
290,53549,443,6,66,173.24475524,0.00006795,72.00000000,12.00000000,0.00706291,0
291,53548,443,6,754,515.35888502,0.00033808,299.33333333,682.00000000,0.00040603,0
292,53549,443,6,754,513.56944444,0.00036693,299.33333333,682.00000000,0.00070500,0
293,53,62621,17,365,122.79238754,0.00282598,365,0,0,0
294,53550,443,6,78,164.63103448,0.00144911,78,0,0,0
295,443,53548,6,66,176.06529210,0.00188088,70.00000000,8.00000000,0.00704408,0
296,443,53549,6,66,175.46232877,0.00037909,70.00000000,8.00000000,0.00739908,0
297,443,53548,6,1506,1265.13651877,0.00066185,548.66666667,1436.00000000,0.00104094,0
298,443,53548,6,1506,1260.83333333,0.00000119,788.00000000,957.33333333,0.00000119,0
299,443,53548,6,1506,1256.55932203,0.00000095,931.60000000,718.00000000,0.00000095,0
300,53548,443,6,66,187.68581081,0.00006890,241.00000000,233.33333333,0.00763488,0
301,53548,443,6,66,187.05387205,0.00020909,206.00000000,175.00000000,0.00020909,0
302,443,53548,6,837,584.57382550,0.00002289,915.83333333,94.60000000,0.00030088,1
303,443,53549,6,1506,1251.61872910,0.00000095,548.66666667,1436.00000000,0.00096583,0
304,443,53549,6,1506,1247.44666667,0.00000119,788.00000000,957.33333333,0.00000119,0
305,443,53549,6,1506,1243.30232558,0.00000095,931.60000000,718.00000000,0.00000095,0
306,443,53549,6,837,570.18543046,0.00000000,915.83333333,94.60000000,0.00000000,1
307,53548,443,6,66,202.69636964,0.00002599,182.66666667,140.00000000,0.00005198,0
308,53549,443,6,66,202.02960526,0.00002193,241.00000000,233.33333333,0.00755095,0
309,53549,443,6,66,201.36721311,0.00011301,206.00000000,175.00000000,0.00011301,0
310,443,53550,6,74,192.70915033,0.00230908,74,0,0,0
311,53550,443,6,66,200.08143322,0.00005293,72.00000000,12.00000000,0.00575089,0
312,53550,443,6,1299,1033.56818182,0.00059295,481.00000000,1227.00000000,0.00059295,0
313,53550,443,6,72,196.77669903,0.00020003,378.75000000,409.00000000,0.00020003,0
314,53550,443,6,1466,1197.85806452,0.00001407,596.20000000,1087.25000000,0.00001407,0
315,53550,443,6,1466,1194.00643087,0.00000095,741.16666667,869.80000000,0.00000095,0
316,53550,443,6,285,9.17948718,0.00000191,676.00000000,456.16666667,0.00000191,1
317,53549,443,6,130,145.84984026,0.00008321,193.33333333,76.00000000,0.00325513,0
318,53548,443,6,130,145.38535032,0.00007701,175.14285714,52.66666667,0.00346708,0
319,53549,443,6,1506,1231.07619048,0.00009584,380.85714286,1312.66666667,0.00017285,0
320,53549,443,6,379,100.18037975,0.00000310,380.62500000,1.85714286,0.00000310,1
321,53548,443,6,1506,1226.86435331,0.00001693,341.50000000,1330.85714286,0.00011587,0
322,53548,443,6,477,194.00628931,0.00000191,356.55555556,135.50000000,0.00000191,1
323,443,53550,6,66,217.60188088,0.00537205,70.00000000,8.00000000,0.00651288,0
324,443,53550,6,834,551.07812500,0.00045204,324.66666667,764.00000000,0.00045204,0
325,443,53550,6,128,156.63862928,0.00000095,275.50000000,196.66666667,0.00000095,1
326,53550,443,6,66,218.15217391,0.00006914,599.75000000,610.00000000,0.00617218,0
327,53550,443,6,150,133.47678019,0.00027299,549.77777778,449.75000000,0.00027299,0
328,53550,443,6,97,186.06481481,0.00032592,504.50000000,452.77777778,0.00032592,1
329,443,53550,6,66,216.49230769,0.00067091,233.60000000,209.50000000,0.00133896,0
330,443,53550,6,66,215.82822086,0.00000119,205.66666667,167.60000000,0.00000119,0
331,443,53550,6,97,184.16819572,0.00095487,190.14285714,108.66666667,0.00095487,1
332,443,53549,6,66,214.60670732,0.00000000,794.42857143,849.83333333,0.01173091,0
333,443,53548,6,66,213.95440729,0.00000000,794.42857143,849.83333333,0.01173401,0
334,443,53549,6,1213,933.69393939,0.00000095,846.75000000,418.57142857,0.00000095,0
335,53550,443,6,66,216.12688822,0.00006008,464.63636364,438.50000000,0.00168800,0
336,53549,443,6,66,215.47590361,0.00005913,345.66666667,314.62500000,0.00825906,0
337,443,53548,6,1244,963.17117117,0.00045490,850.62500000,449.57142857,0.00057507,0
338,53548,443,6,66,217.71257485,0.00002503,327.50000000,290.55555556,0.00872016,0
339,58669,443,17,1399,1115.93731343,0.00151801,1399,0,0,0
