number,source_port,destination_port,protocol,length,length_deviation,delta_time,flow_average_length,flow_length_deviation,flow_delta_time,human
34,443,53332,6,131,62.00000000,0.09587693,133.22222222,2.50000000,0.09587693,1
35,443,53332,6,194,2.82352941,0.00000215,139.30000000,60.77777778,0.00000215,1
36,53332,443,6,66,125.25714286,0.00009894,443.75000000,431.71428571,0.10119390,0
37,53322,22,6,190,2.22222222,0.26429510,128.00000000,124.00000000,1.02258110,0
38,22,53322,6,66,121.83783784,0.00729299,108.00000000,84.00000000,1.03001499,0
39,55676,443,17,1244,1059.36842105,1.39878798,1244,0,0,0
40,443,55676,17,74,137.79487179,0.00690389,74,0,0,0
41,55676,443,17,75,133.35000000,0.00037408,659.50000000,1169.00000000,0.00727797,0
42,443,55676,17,159,46.09756098,0.00049210,116.50000000,85.00000000,0.00086617,0
43,55676,443,17,73,131.00000000,0.00067282,464.00000000,586.50000000,0.00116491,0
44,443,55676,17,1395,1194.04651163,0.00127506,542.66666667,1278.50000000,0.00194788,0
45,443,55676,17,1399,1170.90909091,0.00000191,756.75000000,856.33333333,0.00000191,0
46,443,55676,17,1399,1144.88888889,0.00000215,885.20000000,642.25000000,0.00000215,0
47,443,55676,17,1399,1120.00000000,0.00000191,970.83333333,513.80000000,0.00000191,0
48,443,55676,17,1399,1096.17021277,0.00000215,1032.00000000,428.16666667,0.00000215,0
49,443,55676,17,1399,1073.33333333,0.00000095,1077.87500000,367.00000000,0.00000095,0
50,443,55676,17,1399,1051.42857143,0.00000191,1113.55555556,321.12500000,0.00000191,0
51,443,55676,17,1399,1030.40000000,0.00000310,1142.10000000,285.44444444,0.00000310,0
52,443,55676,17,1399,1010.19607843,0.00000191,1165.45454545,256.90000000,0.00000191,0
53,443,55676,17,1399,990.76923077,0.00000215,1184.91666667,233.54545455,0.00000215,0
54,443,55676,17,1399,972.07547170,0.00000191,1201.38461538,214.08333333,0.00000191,0
55,443,55676,17,1399,954.07407407,0.00000191,1215.50000000,197.61538462,0.00000191,0
56,443,55676,17,1399,936.72727273,0.00000215,1227.73333333,183.50000000,0.00000215,0
57,443,55676,17,1399,920.00000000,0.00000191,1238.43750000,171.26666667,0.00000191,0
58,443,55676,17,1399,903.85964912,0.00000215,1247.88235294,160.56250000,0.00000215,0
59,443,55676,17,1399,888.27586207,0.00000191,1256.27777778,151.11764706,0.00000191,0
60,443,55676,17,1399,873.22033898,0.00000191,1263.78947368,142.72222222,0.00000191,0
61,443,55676,17,1399,858.66666667,0.00000310,1270.55000000,135.21052632,0.00000310,0
62,443,55676,17,1399,844.59016393,0.00000191,1276.66666667,128.45000000,0.00000191,0
63,443,55676,17,1399,830.96774194,0.00000310,1282.22727273,122.33333333,0.00000310,0
64,443,55676,17,1399,817.77777778,0.00000191,1287.30434783,116.77272727,0.00000191,0
65,443,55676,17,1399,805.00000000,0.00000215,1291.95833333,111.69565217,0.00000215,0
66,443,55676,17,1399,792.61538462,0.00000191,1296.24000000,107.04166667,0.00000191,0
67,443,55676,17,1399,780.60606061,0.00000191,1300.19230769,102.76000000,0.00000191,0
68,443,55676,17,1399,768.95522388,0.00000215,1303.85185185,98.80769231,0.00000215,0
69,443,55676,17,1399,757.64705882,0.00000191,1307.25000000,95.14814815,0.00000191,0
70,443,55676,17,1399,746.66666667,0.00000215,1310.41379310,91.75000000,0.00000215,0
71,443,55676,17,1399,736.00000000,0.00000191,1313.36666667,88.58620690,0.00000191,0
72,55676,443,17,75,598.36619718,0.00062490,366.75000000,389.00000000,0.00195599,0
73,443,55676,17,1399,733.94444444,0.00137520,1316.12903226,85.63333333,0.00200009,0
74,443,55676,17,1399,723.89041096,0.00080299,1318.71875000,82.87096774,0.00080299,0
75,443,55676,17,1399,714.10810811,0.00000191,1321.15151515,80.28125000,0.00000191,0
76,443,55676,17,1399,704.58666667,0.00000095,1323.44117647,77.84848485,0.00000095,0
77,443,55676,17,1399,695.31578947,0.00000095,1325.60000000,75.55882353,0.00000095,0
78,443,55676,17,1399,686.28571429,0.00000215,1327.63888889,73.40000000,0.00000215,0
79,443,55676,17,1399,677.48717949,0.00000000,1329.56756757,71.36111111,0.00000000,0
80,443,55676,17,1399,668.91139241,0.00000095,1331.39473684,69.43243243,0.00000095,0
81,443,55676,17,1399,660.55000000,0.00000191,1333.12820513,67.60526316,0.00000191,0
82,443,55676,17,1399,652.39506173,0.00000119,1334.77500000,65.87179487,0.00000119,0
83,443,55676,17,1399,644.43902439,0.00000000,1336.34146341,64.22500000,0.00000000,0
84,443,55676,17,1399,636.67469880,0.00000095,1337.83333333,62.65853659,0.00000095,0
85,443,55676,17,1399,629.09523810,0.00000095,1339.25581395,61.16666667,0.00000095,0
86,443,55676,17,1399,621.69411765,0.00000191,1340.61363636,59.74418605,0.00000191,0
87,443,55676,17,1399,614.46511628,0.00000095,1341.91111111,58.38636364,0.00000095,0
88,443,55676,17,1399,607.40229885,0.00000119,1343.15217391,57.08888889,0.00000119,0
89,443,55676,17,1399,600.50000000,0.00000095,1344.34042553,55.84782609,0.00000095,0
90,443,55676,17,1399,593.75280899,0.00000095,1345.47916667,54.65957447,0.00000095,0
91,443,55676,17,1399,587.15555556,0.00000095,1346.57142857,53.52083333,0.00000095,0
92,443,55676,17,1399,580.70329670,0.00000095,1347.62000000,52.42857143,0.00000095,0
93,443,55676,17,1399,574.39130435,0.00000119,1348.62745098,51.38000000,0.00000119,0
94,443,55676,17,1399,568.21505376,0.00000095,1349.59615385,50.37254902,0.00000095,0
95,443,55676,17,1399,562.17021277,0.00000095,1350.52830189,49.40384615,0.00000095,0
96,443,55676,17,1399,556.25263158,0.00000095,1351.42592593,48.47169811,0.00000095,0
97,443,55676,17,1399,550.45833333,0.00000095,1352.29090909,47.57407407,0.00000095,0
98,443,55676,17,1399,544.78350515,0.00000119,1353.12500000,46.70909091,0.00000119,0
99,443,55676,17,1399,539.22448980,0.00063682,1353.92982456,45.87500000,0.00063682,0
100,443,55676,17,1399,533.77777778,0.00000215,1354.70689655,45.07017544,0.00000215,0
101,443,55676,17,1399,528.44000000,0.00000095,1355.45762712,44.29310345,0.00000095,0
102,443,55676,17,1399,523.20792079,0.00000095,1356.18333333,43.54237288,0.00000095,0
103,443,55676,17,1399,518.07843137,0.00000095,1356.88524590,42.81666667,0.00000095,0
104,443,55676,17,1399,513.04854369,0.00000119,1357.56451613,42.11475410,0.00000119,0
105,443,55676,17,1399,508.11538462,0.00000095,1358.22222222,41.43548387,0.00000095,0
106,443,55676,17,1399,503.27619048,0.00000095,1358.85937500,40.77777778,0.00000095,0
107,443,55676,17,1399,498.52830189,0.00000095,1359.47692308,40.14062500,0.00000095,0
108,443,55676,17,1399,493.86915888,0.00000095,1360.07575758,39.52307692,0.00000095,0
109,443,55676,17,1399,489.29629630,0.00000119,1360.65671642,38.92424242,0.00000119,0
110,443,55676,17,1399,484.80733945,0.00000095,1361.22058824,38.34328358,0.00000095,0
111,443,55676,17,1399,480.40000000,0.00000095,1361.76811594,37.77941176,0.00000095,0
112,55676,443,17,75,847.92792793,0.00003004,308.40000000,291.75000000,0.00288415,0
113,55676,443,17,75,840.35714286,0.00027490,269.50000000,233.40000000,0.00027490,0
114,443,55676,17,1399,491.07964602,0.00114012,1362.30000000,37.23188406,0.00144506,0
115,443,55676,17,1399,486.77192982,0.00000191,1362.81690141,36.70000000,0.00000191,0
116,443,55676,17,1399,482.53913043,0.00000095,1363.31944444,36.18309859,0.00000095,0
117,443,55676,17,1399,478.37931034,0.00000095,1363.80821918,35.68055556,0.00000095,0
118,443,55676,17,1399,474.29059829,0.00000119,1364.28378378,35.19178082,0.00000119,0
119,55676,443,17,75,853.72881356,0.00035501,241.71428571,194.50000000,0.00150013,0
120,443,55676,17,1399,477.44537815,0.00238991,1364.74666667,34.71621622,0.00274491,0
121,443,55676,17,1399,473.46666667,0.00000095,1365.19736842,34.25333333,0.00000095,0
122,443,55676,17,1399,469.55371901,0.00000095,1365.63636364,33.80263158,0.00000095,0
123,443,55676,17,1399,465.70491803,0.00000119,1366.06410256,33.36363636,0.00000119,0
124,443,55676,17,1399,461.91869919,0.00000095,1366.48101266,32.93589744,0.00000095,0
125,443,55676,17,1399,458.19354839,0.00000095,1366.88750000,32.51898734,0.00000095,0
126,443,55676,17,1399,454.52800000,0.00000095,1367.28395062,32.11250000,0.00000095,0
127,443,55676,17,1399,450.92063492,0.00000095,1367.67073171,31.71604938,0.00000095,0
128,443,55676,17,1399,447.37007874,0.00000119,1368.04819277,31.32926829,0.00000119,0
129,443,55676,17,1399,443.87500000,0.00000095,1368.41666667,30.95180723,0.00000095,0
130,443,55676,17,1399,440.43410853,0.00000095,1368.77647059,30.58333333,0.00000095,0
131,443,55676,17,1399,437.04615385,0.00000095,1369.12790698,30.22352941,0.00000095,0
132,443,55676,17,1399,433.70992366,0.00000095,1369.47126437,29.87209302,0.00000095,0
133,443,55676,17,1399,430.42424242,0.00000119,1369.80681818,29.52873563,0.00000119,0
134,443,55676,17,1399,427.18796992,0.00000095,1370.13483146,29.19318182,0.00000095,0
135,443,55676,17,1399,424.00000000,0.00000000,1370.45555556,28.86516854,0.00000000,0
136,443,55676,17,1399,420.85925926,0.00000095,1370.76923077,28.54444444,0.00000095,0
137,443,55676,17,1399,417.76470588,0.00000095,1371.07608696,28.23076923,0.00000095,0
138,443,55676,17,1399,414.71532847,0.00000095,1371.37634409,27.92391304,0.00000095,0
139,443,55676,17,1399,411.71014493,0.00000119,1371.67021277,27.62365591,0.00000119,0
140,443,55676,17,1399,408.74820144,0.00000095,1371.95789474,27.32978723,0.00000095,0
141,443,55676,17,1399,405.82857143,0.00000095,1372.23958333,27.04210526,0.00000095,0
142,443,55676,17,1399,402.95035461,0.00000095,1372.51546392,26.76041667,0.00000095,0
143,443,55676,17,1399,400.11267606,0.00000095,1372.78571429,26.48453608,0.00000095,0
144,443,55676,17,1399,397.31468531,0.00000119,1373.05050505,26.21428571,0.00000119,0
145,443,55676,17,1399,394.55555556,0.00000095,1373.31000000,25.94949495,0.00000095,0
146,443,55676,17,1399,391.83448276,0.00000095,1373.56435644,25.69000000,0.00000095,0
147,443,55676,17,1399,389.15068493,0.00006390,1373.81372549,25.43564356,0.00006390,0
148,443,55676,17,1399,386.50340136,0.00000000,1374.05825243,25.18627451,0.00000000,0
149,443,55676,17,1399,383.89189189,0.00000119,1374.29807692,24.94174757,0.00000119,0
150,443,55676,17,1399,381.31543624,0.00000095,1374.53333333,24.70192308,0.00000095,0
151,443,55676,17,1399,378.77333333,0.00008392,1374.76415094,24.46666667,0.00008392,0
152,443,55676,17,1399,376.26490066,0.00000095,1374.99065421,24.23584906,0.00000095,0
153,443,55676,17,1399,373.78947368,0.00000095,1375.21296296,24.00934579,0.00000095,0
154,443,55676,17,1399,371.34640523,0.00045204,1375.43119266,23.78703704,0.00045204,0
155,443,55676,17,1399,368.93506494,0.00000095,1375.64545455,23.56880734,0.00000095,0
156,443,55676,17,1399,366.55483871,0.00000119,1375.85585586,23.35454545,0.00000119,0
157,443,55676,17,1399,364.20512821,0.00000095,1376.06250000,23.14414414,0.00000095,0
158,443,55676,17,1399,361.88535032,0.00000095,1376.26548673,22.93750000,0.00000095,0
159,443,55676,17,1399,359.59493671,0.00000095,1376.46491228,22.73451327,0.00000095,0
160,443,55676,17,1399,357.33333333,0.00000095,1376.66086957,22.53508772,0.00000095,0
161,443,55676,17,1399,355.10000000,0.00000119,1376.85344828,22.33913043,0.00000119,0
162,443,55676,17,1399,352.89440994,0.00000095,1377.04273504,22.14655172,0.00000095,0
163,55676,443,17,75,973.28395062,0.00009394,220.87500000,166.71428571,0.00312090,0
164,55676,443,17,75,967.31288344,0.00020003,204.66666667,145.87500000,0.00020003,0
165,443,55676,17,1399,362.58536585,0.00033998,1377.22881356,21.95726496,0.00063396,0
166,443,55676,17,1399,360.38787879,0.00000095,1377.41176471,21.77118644,0.00000095,0
167,443,55676,17,1399,358.21686747,0.00000095,1377.59166667,21.58823529,0.00000095,0
168,443,55676,17,1399,356.07185629,0.00000119,1377.76859504,21.40833333,0.00000119,0
169,443,55676,17,1399,353.95238095,0.00000095,1377.94262295,21.23140496,0.00000095,0
170,443,55676,17,1399,351.85798817,0.00000095,1378.11382114,21.05737705,0.00000095,0
171,443,55676,17,1399,349.78823529,0.00000000,1378.28225806,20.88617886,0.00000000,0
172,443,55676,17,1399,347.74269006,0.00000095,1378.44800000,20.71774194,0.00000095,0
173,443,55676,17,1399,345.72093023,0.00000095,1378.61111111,20.55200000,0.00000095,0
174,443,55676,17,1399,343.72254335,0.00000119,1378.77165354,20.38888889,0.00000119,0
175,443,55676,17,1399,341.74712644,0.00000095,1378.92968750,20.22834646,0.00000095,0
176,443,55676,17,1399,339.79428571,0.00000095,1379.08527132,20.07031250,0.00000095,0
177,443,55676,17,1399,337.86363636,0.00000095,1379.23846154,19.91472868,0.00000095,0
178,443,55676,17,1399,335.95480226,0.00000095,1379.38931298,19.76153846,0.00000095,0
179,443,55676,17,1399,334.06741573,0.00000119,1379.53787879,19.61068702,0.00000119,0
180,443,55676,17,1399,332.20111732,0.00000095,1379.68421053,19.46212121,0.00000095,0
181,443,55676,17,1399,330.35555556,0.00000095,1379.82835821,19.31578947,0.00000095,0
182,443,55676,17,1399,328.53038674,0.00000095,1379.97037037,19.17164179,0.00000095,0
183,443,55676,17,1399,326.72527473,0.00000095,1380.11029412,19.02962963,0.00000095,0
184,443,55676,17,1399,324.93989071,0.00000095,1380.24817518,18.88970588,0.00000095,0
185,443,55676,17,1399,323.17391304,0.00000000,1380.38405797,18.75182482,0.00000000,0
186,443,55676,17,1399,321.42702703,0.00000119,1380.51798561,18.61594203,0.00000119,0
187,443,55676,17,1399,319.69892473,0.00000095,1380.65000000,18.48201439,0.00000095,0
188,443,55676,17,1399,317.98930481,0.00000095,1380.78014184,18.35000000,0.00000095,0
189,55676,443,17,75,1007.70212766,0.00033402,191.70000000,129.66666667,0.00069499,0
190,443,55676,17,1399,321.62962963,0.00032711,1380.90845070,18.21985816,0.00066113,0
191,443,55676,17,1399,319.93684211,0.00000095,1381.03496503,18.09154930,0.00000095,0
192,443,55676,17,1399,318.26178010,0.00000095,1381.15972222,17.96503497,0.00000095,0
193,443,55676,17,1399,316.60416667,0.00000095,1381.28275862,17.84027778,0.00000095,0
194,443,55676,17,1399,314.96373057,0.00000095,1381.40410959,17.71724138,0.00000095,0
195,443,55676,17,1399,313.34020619,0.00000095,1381.52380952,17.59589041,0.00000095,0
196,443,55676,17,1399,311.73333333,0.00000119,1381.64189189,17.47619048,0.00000119,0
197,443,55676,17,1399,310.14285714,0.00000095,1381.75838926,17.35810811,0.00000095,0
198,443,55676,17,1399,308.56852792,0.00000095,1381.87333333,17.24161074,0.00000095,0
199,443,55676,17,1399,307.01010101,0.00000095,1381.98675497,17.12666667,0.00000095,0
200,443,55676,17,1399,305.46733668,0.00000095,1382.09868421,17.01324503,0.00000095,0
201,443,55676,17,1399,303.94000000,0.00000119,1382.20915033,16.90131579,0.00000119,0
202,55676,443,17,75,1021.57213930,0.00029182,181.09090909,116.70000000,0.00062990,0
203,443,55676,17,1399,307.48514851,0.00087714,1382.31818182,16.79084967,0.00116897,0
204,443,55676,17,1399,305.97044335,0.00000191,1382.42580645,16.68181818,0.00000191,0
205,443,55676,17,1399,304.47058824,0.00000215,1382.53205128,16.57419355,0.00000215,0
206,443,55676,17,1399,302.98536585,0.00000191,1382.63694268,16.46794872,0.00000191,0
207,443,55676,17,1399,301.51456311,0.00000310,1382.74050633,16.36305732,0.00000310,0
208,443,55676,17,1399,300.05797101,0.00000191,1382.84276730,16.25949367,0.00000191,0
209,443,55676,17,1399,298.61538462,0.00000191,1382.94375000,16.15723270,0.00000191,0
210,55676,443,17,75,1026.81339713,0.00024319,172.25000000,106.09090909,0.00113320,0
211,443,55676,17,1399,302.07619048,0.00205278,1383.04347826,16.05625000,0.00229597,0
212,443,55676,17,1399,300.64454976,0.00000215,1383.14197531,15.95652174,0.00000215,0
213,55676,443,17,75,1024.77358491,0.00018001,164.76923077,97.25000000,0.00223494,0
214,443,55676,17,1399,304.03755869,0.00056291,1383.23926380,15.85802469,0.00074291,0
215,443,55676,17,1399,302.61682243,0.00000310,1383.33536585,15.76073620,0.00000310,0
216,443,55676,17,1399,301.20930233,0.00000191,1383.43030303,15.66463415,0.00000191,0
217,443,55676,17,1399,299.81481481,0.00000215,1383.52409639,15.56969697,0.00000215,0
218,443,55676,17,1399,298.43317972,0.00000191,1383.61676647,15.47590361,0.00000191,0
219,443,55676,17,1399,297.06422018,0.00000191,1383.70833333,15.38323353,0.00000191,0
220,443,55676,17,1399,295.70776256,0.00000215,1383.79881657,15.29166667,0.00000215,0
221,443,55676,17,1399,294.36363636,0.00000286,1383.88823529,15.20118343,0.00000286,0
222,443,55676,17,1399,293.03167421,0.00000310,1383.97660819,15.11176471,0.00000310,0
223,443,55676,17,1399,291.71171171,0.00000191,1384.06395349,15.02339181,0.00000191,0
224,443,55676,17,1399,290.40358744,0.00000095,1384.15028902,14.93604651,0.00000095,0
225,443,55676,17,1399,289.10714286,0.00000215,1384.23563218,14.84971098,0.00000215,0
226,443,55676,17,1399,287.82222222,0.00000191,1384.32000000,14.76436782,0.00000191,0
227,443,55676,17,1399,286.54867257,0.00000215,1384.40340909,14.68000000,0.00000215,0
228,443,55676,17,1399,285.28634361,0.00000095,1384.48587571,14.59659091,0.00000095,0
229,443,55676,17,1399,284.03508772,0.00000286,1384.56741573,14.51412429,0.00000286,0
230,443,55676,17,1399,282.79475983,0.00000119,1384.64804469,14.43258427,0.00000119,0
231,443,55676,17,1399,281.56521739,0.00000191,1384.72777778,14.35195531,0.00000191,0
232,443,55676,17,1399,280.34632035,0.00000191,1384.80662983,14.27222222,0.00000191,0
233,443,55676,17,1399,279.13793103,0.00000215,1384.88461538,14.19337017,0.00000215,0
234,443,55676,17,1399,277.93991416,0.00000286,1384.96174863,14.11538462,0.00000286,0
235,443,55676,17,1399,276.75213675,0.00000215,1385.03804348,14.03825137,0.00000215,0
236,443,55676,17,1399,275.57446809,0.00000191,1385.11351351,13.96195652,0.00000191,0
237,443,55676,17,1399,274.40677966,0.00000215,1385.18817204,13.88648649,0.00000215,0
238,443,55676,17,1399,273.24894515,0.00000095,1385.26203209,13.81182796,0.00000095,0
239,443,55676,17,1399,272.10084034,0.00043702,1385.33510638,13.73796791,0.00043702,0
240,443,55676,17,1399,270.96234310,0.00000095,1385.40740741,13.66489362,0.00000095,0
241,443,55676,17,1399,269.83333333,0.00000095,1385.47894737,13.59259259,0.00000095,0
242,443,55676,17,1399,268.71369295,0.00000095,1385.54973822,13.52105263,0.00000095,0
243,443,55676,17,1399,267.60330579,0.00000095,1385.61979167,13.45026178,0.00000095,0
244,443,55676,17,1399,266.50205761,0.00000119,1385.68911917,13.38020833,0.00000119,0
245,443,55676,17,1399,265.40983607,0.00000095,1385.75773196,13.31088083,0.00000095,0
246,443,55676,17,1399,264.32653061,0.00000095,1385.82564103,13.24226804,0.00000095,0
247,443,55676,17,1399,263.25203252,0.00000095,1385.89285714,13.17435897,0.00000095,0
248,443,55676,17,1399,262.18623482,0.00000095,1385.95939086,13.10714286,0.00000095,0
249,443,55676,17,1399,261.12903226,0.00000119,1386.02525253,13.04060914,0.00000119,0
250,443,55676,17,1399,260.08032129,0.00000095,1386.09045226,12.97474747,0.00000095,0
251,443,55676,17,1399,259.04000000,0.00000095,1386.15500000,12.90954774,0.00000095,0
252,55676,443,17,75,1065.99203187,0.00026107,158.35714286,89.76923077,0.00132203,0
253,55676,443,17,75,1061.76190476,0.00010896,152.80000000,83.35714286,0.00010896,0
254,443,55676,17,1399,266.43478261,0.00072098,1386.21890547,12.84500000,0.00109100,0
255,443,55676,17,1399,265.38582677,0.00000191,1386.28217822,12.78109453,0.00000191,0
256,443,55676,17,1399,264.34509804,0.00000310,1386.34482759,12.71782178,0.00000310,0
257,443,55676,17,1399,263.31250000,0.00000191,1386.40686275,12.65517241,0.00000191,0
258,443,55676,17,1399,262.28793774,0.00000119,1386.46829268,12.59313725,0.00000119,0
259,443,55676,17,1399,261.27131783,0.00000191,1386.52912621,12.53170732,0.00000191,0
260,443,55676,17,1399,260.26254826,0.00000191,1386.58937198,12.47087379,0.00000191,0
261,443,55676,17,1399,259.26153846,0.00000215,1386.64903846,12.41062802,0.00000215,0
262,443,55676,17,1399,258.26819923,0.00000191,1386.70813397,12.35096154,0.00000191,0
263,443,55676,17,1399,257.28244275,0.00000095,1386.76666667,12.29186603,0.00000095,0
264,443,55676,17,1399,256.30418251,0.00000215,1386.82464455,12.23333333,0.00000215,0
265,443,55676,17,1399,255.33333333,0.00000286,1386.88207547,12.17535545,0.00000286,0
266,443,55676,17,1399,254.36981132,0.00000095,1386.93896714,12.11792453,0.00000095,0
267,443,55676,17,1399,253.41353383,0.00000310,1386.99532710,12.06103286,0.00000310,0
268,55676,443,17,75,1071.53558052,0.00034595,147.93750000,77.80000000,0.00109291,0
269,443,55676,17,1399,256.46268657,0.00465298,1387.05116279,12.00467290,0.00499892,0
270,443,55676,17,1399,255.50929368,0.00000310,1387.10648148,11.94883721,0.00000310,0
271,443,55676,17,1399,254.56296296,0.00000191,1387.16129032,11.89351852,0.00000191,0
272,443,55676,17,1399,253.62361624,0.00000310,1387.21559633,11.83870968,0.00000310,0
273,443,55676,17,1399,252.69117647,0.00000095,1387.26940639,11.78440367,0.00000095,0
274,443,55676,17,1399,251.76556777,0.00000310,1387.32272727,11.73059361,0.00000310,0
275,443,55676,17,1399,250.84671533,0.00000286,1387.37556561,11.67727273,0.00000286,0
276,443,55676,17,1399,249.93454545,0.00000215,1387.42792793,11.62443439,0.00000215,0
277,443,55676,17,1399,249.02898551,0.00000191,1387.47982063,11.57207207,0.00000191,0
278,443,55676,17,1399,248.12996390,0.00000310,1387.53125000,11.52017937,0.00000310,0
279,443,55676,17,1399,247.23741007,0.00000191,1387.58222222,11.46875000,0.00000191,0
280,443,55676,17,1399,246.35125448,0.00005507,1387.63274336,11.41777778,0.00005507,0
281,443,55676,17,1399,245.47142857,0.00000191,1387.68281938,11.36725664,0.00000191,0
282,443,55676,17,1399,244.59786477,0.00000310,1387.73245614,11.31718062,0.00000310,0
283,443,55676,17,1399,243.73049645,0.00000191,1387.78165939,11.26754386,0.00000191,0
284,55676,443,17,75,1081.13074205,0.00055599,143.64705882,72.93750000,0.00529504,0
285,443,55676,17,1399,246.67605634,0.00021100,1387.83043478,11.21834061,0.00076699,0
286,443,55676,17,1399,245.81052632,0.00000095,1387.87878788,11.16956522,0.00000095,0
287,443,55676,17,1399,244.95104895,0.00000000,1387.92672414,11.12121212,0.00000000,0
288,443,55676,17,1399,244.09756098,0.00000095,1387.97424893,11.07327586,0.00000095,0
289,443,55676,17,1399,243.25000000,0.00000119,1388.02136752,11.02575107,0.00000119,0
290,443,55676,17,1399,242.40830450,0.00000095,1388.06808511,10.97863248,0.00000095,0
291,443,55676,17,1399,241.57241379,0.00000095,1388.11440678,10.93191489,0.00000095,0
292,443,55676,17,1399,240.74226804,0.00000095,1388.16033755,10.88559322,0.00000095,0
293,443,55676,17,1399,239.91780822,0.00000095,1388.20588235,10.83966245,0.00000095,0
294,443,55676,17,1399,239.09897611,0.00000119,1388.25104603,10.79411765,0.00000119,0
295,443,55676,17,1399,238.28571429,0.00000095,1388.29583333,10.74895397,0.00000095,0
296,443,55676,17,1399,237.47796610,0.00000095,1388.34024896,10.70416667,0.00000095,0
297,443,55676,17,1399,236.67567568,0.00000000,1388.38429752,10.65975104,0.00000000,0
298,443,55676,17,1399,235.87878788,0.00000095,1388.42798354,10.61570248,0.00000095,0
299,443,55676,17,1399,235.08724832,0.00000095,1388.47131148,10.57201646,0.00000095,0
300,443,55676,17,1399,234.30100334,0.00000119,1388.51428571,10.52868852,0.00000119,0
301,443,55676,17,1399,233.52000000,0.00000095,1388.55691057,10.48571429,0.00000095,0
302,443,55676,17,1399,232.74418605,0.00000000,1388.59919028,10.44308943,0.00000000,0
303,443,55676,17,1399,231.97350993,0.00000095,1388.64112903,10.40080972,0.00000095,0
304,443,55676,17,1399,231.20792079,0.00000095,1388.68273092,10.35887097,0.00000095,0
305,443,55676,17,1399,230.44736842,0.00000095,1388.72400000,10.31726908,0.00000095,0
306,443,55676,17,1399,229.69180328,0.00000119,1388.76494024,10.27600000,0.00000119,0
307,443,55676,17,1399,228.94117647,0.00000095,1388.80555556,10.23505976,0.00000095,0
308,443,55676,17,1399,228.19543974,0.00000095,1388.84584980,10.19444444,0.00000095,0
309,443,55676,17,1399,227.45454545,0.00000095,1388.88582677,10.15415020,0.00000095,0
310,55676,443,17,75,1097.28155340,0.00045204,139.83333333,68.64705882,0.00068402,0
311,443,55676,17,1399,230.25806452,0.00100994,1388.92549020,10.11417323,0.00146198,0
312,443,55676,17,1399,229.51768489,0.00000215,1388.96484375,10.07450980,0.00000215,0
313,443,55676,17,1399,228.78205128,0.00000191,1389.00389105,10.03515625,0.00000191,0
314,443,55676,17,1399,228.05111821,0.00000095,1389.04263566,9.99610895,0.00000095,0
