number,source_port,destination_port,protocol,length,length_deviation,delta_time,flow_average_length,flow_length_deviation,flow_delta_time,human
1,5353,5353,17,152,0,0,0,0,0,0
4,51282,443,6,1466,1314.00000000,0.06198406,0,0,0,0
5,51282,443,6,1464,655.00000000,0.00000000,1465.00000000,2.00000000,0.00000000,1
6,51282,443,6,896,131.33333333,0.00007200,1275.33333333,569.00000000,0.00007200,1
7,443,51282,6,54,940.50000000,0.00621891,0,0,0,0
8,443,51282,6,54,752.40000000,0.00542998,54.00000000,0.00000000,0.00542998,0
9,443,51282,6,612,69.00000000,0.04224014,240.00000000,558.00000000,0.04224014,1
10,443,51282,6,255,416.14285714,0.00000000,243.75000000,15.00000000,0.00000000,1
11,443,51282,6,132,487.12500000,0.00000000,221.40000000,111.75000000,0.00000000,1
12,443,51282,6,93,472.00000000,0.00000000,200.00000000,128.40000000,0.00000000,1
13,51282,443,6,54,463.80000000,0.00021100,970.00000000,1221.33333333,0.05410004,0
14,51282,443,6,93,382.63636364,0.00228786,794.60000000,877.00000000,0.00228786,1
15,443,51282,6,54,389.75000000,0.00619102,179.14285714,146.00000000,0.00868988,0
17,49496,443,6,55,358.76923077,1.16058111,0,0,0,0
18,443,49496,6,66,322.14285714,0.00674701,0,0,0,0
20,43096,15600,17,77,289.66666667,0.43322992,0,0,0,0
23,51282,443,6,1466,1117.43750000,0.34461188,906.50000000,671.40000000,1.95136094,0
24,51282,443,6,1466,1051.70588235,0.00000000,986.42857143,559.50000000,0.00000000,0
25,51282,443,6,56,416.72222222,0.00000000,870.12500000,930.42857143,0.00000000,1
26,51282,443,6,838,387.21052632,0.00007010,866.55555556,32.12500000,0.00007010,1
27,51326,443,6,150,320.15000000,0.00040293,0,0,0,1
28,51326,443,6,93,361.90476190,0.00003314,121.50000000,57.00000000,0.00003314,1
29,443,51326,6,54,384.45454545,0.00542784,0,0,0,0
30,443,51326,6,54,367.73913043,0.00000000,54.00000000,0.00000000,0.00000000,0
31,443,51326,6,93,313.41666667,0.00000000,67.00000000,39.00000000,0.00000000,1
32,443,51282,6,54,339.88000000,0.00000000,163.50000000,125.14285714,1.95110393,0
33,443,51282,6,54,326.80769231,0.00000000,151.33333333,109.50000000,0.00000000,0
34,443,51282,6,54,314.70370370,0.00000000,141.60000000,97.33333333,0.00000000,0
35,443,51282,6,54,303.46428571,0.00000000,133.63636364,87.60000000,0.00000000,0
36,443,51326,6,150,197.00000000,0.00219917,87.75000000,83.00000000,0.00219917,1
37,443,51326,6,128,212.43333333,0.00000000,95.80000000,40.25000000,0.00000000,1
38,443,51326,6,85,248.58064516,0.00000000,94.00000000,10.80000000,0.00000000,1
39,443,51326,6,93,232.81250000,0.00000000,93.85714286,1.00000000,0.00000000,1
40,51326,443,6,54,264.75757576,0.00005603,99.00000000,67.50000000,0.00768304,0
41,51326,443,6,93,217.97058824,0.00031781,97.50000000,6.00000000,0.00031781,1
42,51326,443,6,89,215.74285714,0.00025105,95.80000000,8.50000000,0.00025105,1
43,443,51326,6,54,244.75000000,0.00588799,88.87500000,39.85714286,0.00651288,0
44,443,51282,6,592,299.86486486,0.01412702,171.83333333,458.36363636,0.02283907,1
45,443,51282,6,421,120.97368421,0.00000000,191.00000000,249.16666667,0.00000000,1
46,443,51282,6,298,5.12820513,0.00000000,198.64285714,107.00000000,0.00000000,1
47,443,51282,6,93,210.00000000,0.00000000,191.60000000,105.64285714,0.00000000,1
48,51282,443,6,54,243.87804878,0.00005293,785.30000000,812.55555556,0.02875590,0
49,51282,443,6,93,199.07142857,0.00149703,722.36363636,692.30000000,0.00149703,1
50,443,51282,6,54,233.44186047,0.01024413,183.00000000,137.60000000,0.01179409,0
54,51126,443,6,154,128.13636364,0.94732785,0,0,0,1
55,51126,443,6,93,186.28888889,0.00007200,123.50000000,61.00000000,0.00007200,1
56,443,51126,6,54,221.23913043,0.00682020,0,0,0,0
57,443,51126,6,54,216.53191489,0.00000000,54.00000000,0.00000000,0.00000000,0
58,443,51126,6,93,173.02083333,0.00000000,67.00000000,39.00000000,0.00000000,1
59,443,51126,6,126,136.48979592,0.00252700,81.75000000,59.00000000,0.00252700,1
60,443,51126,6,128,131.76000000,0.00000000,91.00000000,46.25000000,0.00000000,1
61,443,51126,6,85,172.17647059,0.00000000,90.00000000,6.00000000,0.00000000,1
62,443,51126,6,93,160.86538462,0.00000000,90.42857143,3.00000000,0.00000000,1
63,51126,443,6,54,196.83018868,0.00007200,100.33333333,69.50000000,0.00941920,0
64,51126,443,6,89,158.18518519,0.00065684,97.50000000,11.33333333,0.00065684,1
65,51126,443,6,93,151.30909091,0.00005603,96.60000000,4.50000000,0.00005603,1
66,443,51126,6,54,187.60714286,0.00605297,85.87500000,36.42857143,0.00683784,0
67,51503,443,6,1403,1164.68421053,0.19938993,0,0,0,0
68,51503,443,6,93,165.39655172,0.00006700,748.00000000,1310.00000000,0.00006700,1
69,443,51503,6,54,201.59322034,0.01657820,0,0,0,0
70,443,51503,6,54,198.23333333,0.00000000,54.00000000,0.00000000,0.00000000,0
71,443,51503,6,93,155.98360656,0.00000000,67.00000000,39.00000000,0.00000000,1
72,51503,443,6,1466,1219.53225806,0.01013589,987.33333333,718.00000000,0.02671409,1
73,51503,443,6,147,118.82539683,0.00000000,777.25000000,840.33333333,0.00000000,1
74,443,51503,6,54,209.96875000,0.00596309,63.75000000,13.00000000,0.01609898,0
75,443,51503,6,345,84.26153846,0.00578904,120.00000000,281.25000000,0.00578904,1
76,443,51503,6,108,154.01515152,0.00000000,118.00000000,12.00000000,0.00000000,1
77,443,51503,6,85,174.71641791,0.00000000,113.28571429,33.00000000,0.00000000,1
78,443,51503,6,93,164.14705882,0.00000000,110.75000000,20.28571429,0.00000000,1
79,51503,443,6,54,200.76811594,0.00012493,632.60000000,723.25000000,0.01187706,0
80,51503,443,6,93,158.90000000,0.00155687,542.66666667,539.60000000,0.00155687,1
81,51503,443,6,89,160.66197183,0.00094604,477.85714286,453.66666667,0.00094604,1
82,51503,443,6,1435,1187.56944444,0.00453115,597.50000000,957.14285714,0.00453115,0
83,443,51503,6,54,209.69863014,0.00094581,104.44444444,56.75000000,0.00810480,0
84,443,51503,6,54,206.86486486,0.01074815,99.40000000,50.44444444,0.01074815,0
85,443,51503,6,319,60.89333333,0.02589202,119.36363636,219.60000000,0.02589202,1
86,443,51503,6,118,140.90789474,0.00000000,119.25000000,1.36363636,0.00000000,1
87,443,51503,6,85,172.07792208,0.00000000,116.61538462,34.25000000,0.00000000,1
88,51503,443,6,54,200.87179487,0.00012589,537.11111111,543.50000000,0.03771186,0
89,443,51503,6,93,159.32911392,0.00112915,114.92857143,23.61538462,0.00125504,1
90,51503,443,6,54,196.33750000,0.00005293,488.80000000,483.11111111,0.00118208,0
91,51503,443,6,93,154.91358025,0.00043106,452.81818182,395.80000000,0.00043106,1
92,443,51503,6,327,80.97560976,0.01272202,129.06666667,212.07142857,0.01320601,1
93,443,51503,6,1466,1219.00000000,0.00000000,212.62500000,1336.93333333,0.00000000,1
94,443,51503,6,1466,1204.48809524,0.00000000,286.35294118,1253.37500000,0.00000000,1
95,443,51503,6,110,165.68235294,0.00000000,276.55555556,176.35294118,0.00000000,1
96,443,51503,6,1466,1192.24418605,0.00000000,339.15789474,1189.44444444,0.00000000,1
97,443,51503,6,1466,1178.54022989,0.00000000,395.50000000,1126.84210526,0.00000000,1
98,443,51503,6,1466,1165.14772727,0.00000000,446.47619048,1070.50000000,0.00000000,1
99,443,51503,6,1466,1152.05617978,0.00000000,492.81818182,1019.52380952,0.00000000,1
100,443,51503,6,1466,1139.25555556,0.00000000,535.13043478,973.18181818,0.00000000,1
101,443,51503,6,1466,1126.73626374,0.00000000,573.91666667,930.86956522,0.00000000,1
102,443,51503,6,1466,1114.48913043,0.00000000,609.60000000,892.08333333,0.00000000,1
103,443,51503,6,1466,1102.50537634,0.00000000,642.53846154,856.40000000,0.00000000,1
104,443,51503,6,1466,1090.77659574,0.00000000,673.03703704,823.46153846,0.00000000,1
105,443,51503,6,1466,1079.29473684,0.00000000,701.35714286,792.96296296,0.00000000,1
106,443,51503,6,1466,1068.05208333,0.00000000,727.72413793,764.64285714,0.00000000,1
107,443,51503,6,1320,911.04123711,0.00000000,747.46666667,592.27586207,0.00000000,1
108,443,51503,6,1466,1047.74489796,0.00000000,770.64516129,718.53333333,0.00000000,1
109,443,51503,6,1466,1037.16161616,0.00000000,792.37500000,695.35483871,0.00000000,1
110,443,51503,6,1466,1026.79000000,0.00000000,812.78787879,673.62500000,0.00000000,1
111,443,51503,6,1466,1016.62376238,0.00000000,832.00000000,653.21212121,0.00000000,1
112,443,51503,6,1466,1006.65686275,0.00000000,850.11428571,634.00000000,0.00000000,1
113,443,51503,6,1466,996.88349515,0.00000000,867.22222222,615.88571429,0.00000000,1
114,443,51503,6,1466,987.29807692,0.00000000,883.40540541,598.77777778,0.00000000,1
115,443,51503,6,1466,977.89523810,0.00000000,898.73684211,582.59459459,0.00000000,1
116,443,51503,6,1466,968.66981132,0.00000000,913.28205128,567.26315789,0.00000000,1
117,443,51503,6,1466,959.61682243,0.00000000,927.10000000,552.71794872,0.00000000,1
118,443,51503,6,1466,950.73148148,0.00000000,940.24390244,538.90000000,0.00000000,1
119,443,51503,6,1466,942.00917431,0.00000000,952.76190476,525.75609756,0.00000000,1
120,443,51503,6,1466,933.44545455,0.00000000,964.69767442,513.23809524,0.00000000,1
121,443,51503,6,1466,925.03603604,0.00000000,976.09090909,501.30232558,0.00000000,1
122,443,51503,6,354,195.22321429,0.00000000,962.26666667,622.09090909,0.00000000,0
123,443,51503,6,54,493.49557522,0.00000000,942.52173913,908.26666667,0.00000000,0
124,51503,443,6,54,489.16666667,0.00056696,419.58333333,398.81818182,0.01328897,0
125,62547,3289,17,56,482.91304348,0.51915598,0,0,0,0
128,443,51097,6,217,317.75000000,0.13112593,0,0,0,1
129,51097,443,6,89,443.03418803,0.00327206,0,0,0,1
130,51097,443,6,89,439.27966102,0.00014591,89.00000000,0.00000000,0.00014591,1
131,443,51097,6,54,470.58823529,0.00543094,135.50000000,163.00000000,0.00884891,0
132,443,51097,6,54,466.66666667,0.00000000,108.33333333,81.50000000,0.00000000,0
133,51250,443,6,55,461.80991736,0.25352311,0,0,0,0
134,443,51250,6,66,447.02459016,0.09033203,0,0,0,0
136,443,51097,6,217,292.39024390,0.20753789,135.50000000,108.66666667,0.55139303,1
137,51097,443,6,54,453.03225806,0.04559708,77.33333333,35.00000000,0.60242105,0
138,51513,443,6,119,384.40800000,0.07391596,0,0,0,1
139,51513,443,6,93,407.35714286,0.00007701,106.00000000,26.00000000,0.00007701,1
140,51513,443,6,341,156.14960630,0.00002193,184.33333333,235.00000000,0.00002193,1
141,51503,443,6,1466,970.07031250,0.00627303,500.07692308,1046.41666667,1.33640885,1
142,51503,443,6,1466,962.55038760,0.00000000,569.07142857,965.92307692,0.00000000,0
143,51503,443,6,431,79.85384615,0.00000000,559.86666667,138.07142857,0.00000000,1
144,443,51513,6,54,456.24427481,0.00449014,0,0,0,0
145,443,51513,6,54,452.78787879,0.00000000,54.00000000,0.00000000,0.00000000,0
146,443,51513,6,54,449.38345865,0.00000000,54.00000000,0.00000000,0.00000000,0
147,443,51513,6,93,407.02985075,0.00000000,63.75000000,39.00000000,0.00000000,1
148,443,51503,6,54,443.01481481,0.00136495,923.61702128,888.52173913,1.34283090,0
149,443,51503,6,54,439.75735294,0.00000000,905.50000000,869.61702128,0.00000000,0
150,443,51503,6,54,436.54744526,0.00000000,888.12244898,851.50000000,0.00000000,0
151,443,51513,6,128,359.38405797,0.05061197,76.60000000,64.25000000,0.05197692,1
152,443,51513,6,1466,981.20143885,0.00000000,308.16666667,1389.40000000,0.00000000,1
153,443,51513,6,1466,974.19285714,0.00000000,473.57142857,1157.83333333,0.00000000,1
154,443,51513,6,1466,967.28368794,0.00000000,597.62500000,992.42857143,0.00000000,1
155,51513,443,6,54,451.52816901,0.00011492,151.75000000,130.33333333,0.06285501,0
156,443,51513,6,994,491.62937063,0.00006914,641.66666667,396.37500000,0.00018406,1
157,51513,443,6,54,451.78472222,0.00004601,132.20000000,97.75000000,0.00011516,0
158,51513,443,6,89,413.66896552,0.00022697,125.00000000,43.20000000,0.00022697,1
159,443,51513,6,169,330.83561644,0.00057101,594.40000000,472.66666667,0.00084400,1
160,443,51513,6,93,404.58503401,0.00000000,548.81818182,501.40000000,0.00000000,1
161,51513,443,6,54,440.85135135,0.00005102,114.85714286,71.00000000,0.00062203,0
162,51513,443,6,93,398.89261745,0.00028896,112.12500000,21.85714286,0.00028896,1
163,443,51513,6,54,435.23333333,0.00521088,507.58333333,494.81818182,0.00555086,0
164,443,51503,6,752,265.64900662,0.03538203,885.40000000,136.12244898,0.09257293,1
165,443,51503,6,1466,977.90131579,0.00165296,896.78431373,580.60000000,0.00165296,1
166,443,51503,6,1327,832.50980392,0.00000000,905.05769231,430.21568627,0.00000000,1
167,443,51503,6,147,352.89610390,0.00000000,890.75471698,758.05769231,0.00000000,1
168,443,51503,6,1466,968.38064516,0.00000000,901.40740741,575.24528302,0.00000000,1
169,443,51503,6,1466,962.17307692,0.00000000,911.67272727,564.59259259,0.00000000,1
170,443,51503,6,1466,956.04458599,0.00000000,921.57142857,554.32727273,0.00000000,1
171,443,51503,6,1466,949.99367089,0.00000000,931.12280702,544.42857143,0.00000000,1
172,443,51503,6,1466,944.01886792,0.00000000,940.34482759,534.87719298,0.00000000,1
173,443,51503,6,1466,938.11875000,0.00000000,949.25423729,525.65517241,0.00000000,1
174,443,51503,6,1466,932.29192547,0.00000000,957.86666667,516.74576271,0.00000000,1
175,443,51503,6,1466,926.53703704,0.00000000,966.19672131,508.13333333,0.00000000,1
176,443,51503,6,1466,920.85276074,0.00000000,974.25806452,499.80327869,0.00000000,1
177,443,51503,6,1466,915.23780488,0.00000000,982.06349206,491.74193548,0.00000000,1
178,443,51503,6,1466,909.69090909,0.00000000,989.62500000,483.93650794,0.00000000,1
179,443,51503,6,1466,904.21084337,0.00000000,996.95384615,476.37500000,0.00000000,1
180,443,51503,6,1466,898.79640719,0.00000000,1004.06060606,469.04615385,0.00000000,1
181,443,51503,6,1466,893.44642857,0.00000000,1010.95522388,461.93939394,0.00000000,1
182,443,51503,6,1466,888.15976331,0.00000000,1017.64705882,455.04477612,0.00000000,1
183,443,51503,6,1466,882.93529412,0.00000000,1024.14492754,448.35294118,0.00000000,1
184,443,51503,6,1350,761.77192982,0.00000000,1028.80000000,325.85507246,0.00000000,1
185,51503,443,6,54,538.65697674,0.00024199,528.25000000,505.86666667,0.10032296,0
186,38073,15600,17,77,512.54335260,0.00411320,0,0,0,0
188,443,51503,6,609,22.40229885,0.14837098,1022.88732394,419.80000000,0.15272617,1
189,443,51503,6,1040,453.27428571,0.00135589,1023.12500000,17.11267606,0.00135589,1
190,443,51503,6,1032,442.69886364,0.00000000,1023.24657534,8.87500000,0.00000000,1
191,51503,443,6,54,537.80225989,0.00005794,500.35294118,474.25000000,0.15389800,0
192,443,51503,6,992,403.21910112,0.00341415,1022.82432432,31.24657534,0.00347209,1
193,51503,443,6,54,537.03351955,0.00003600,475.55555556,446.35294118,0.00345016,0
194,443,51503,6,1466,877.95000000,0.00100398,1028.73333333,443.17567568,0.00103998,1
195,443,51503,6,196,396.90055249,0.00000000,1017.77631579,832.73333333,0.00000000,1
196,51503,443,6,54,536.71978022,0.00004506,453.36842105,421.55555556,0.00104904,0
197,443,51503,6,1466,878.21311475,0.00118089,1023.59740260,448.22368421,0.00122595,1
198,443,51503,6,1466,873.44021739,0.00000000,1029.26923077,442.40259740,0.00000000,1
199,443,51503,6,1466,868.71891892,0.00000000,1034.79746835,436.73076923,0.00000000,1
200,443,51503,6,1356,754.04838710,0.00000000,1038.81250000,321.20253165,0.00000000,1
201,443,51503,6,191,414.98395722,0.00000000,1028.34567901,847.81250000,0.00000000,1
202,51503,443,6,54,549.77659574,0.00006104,433.40000000,399.36842105,0.00124192,0
203,443,51503,6,1105,504.13227513,0.01162505,1029.28048780,76.65432099,0.01168609,1
204,51503,443,6,54,549.52105263,0.00003791,415.33333333,379.40000000,0.01166296,0
205,443,51503,6,1466,865.35602094,0.00324011,1034.54216867,436.71951220,0.00327802,1
206,443,51503,6,1466,860.84895833,0.00000000,1039.67857143,431.45783133,0.00000000,1
207,443,51503,6,1466,856.38860104,0.00000000,1044.69411765,426.32142857,0.00000000,1
208,443,51503,6,1466,851.97422680,0.00000000,1049.59302326,421.30588235,0.00000000,1
209,443,51503,6,1466,847.60512821,0.00000000,1054.37931034,416.40697674,0.00000000,1
210,443,51503,6,1076,453.28061224,0.00000000,1054.62500000,21.62068966,0.00000000,1
211,51503,443,6,54,571.02030457,0.00006890,398.90909091,361.33333333,0.00330901,0
212,443,51503,6,1466,843.86363636,0.07352400,1059.24719101,411.37500000,0.07359290,1
213,443,51503,6,1466,839.62311558,0.00000000,1063.76666667,406.75280899,0.00000000,1
214,443,51503,6,1466,835.42500000,0.00000000,1068.18681319,402.23333333,0.00000000,1
215,443,51503,6,1466,831.26865672,0.00000000,1072.51086957,397.81318681,0.00000000,1
216,443,51503,6,1466,827.15346535,0.00000000,1076.74193548,393.48913043,0.00000000,1
217,443,51503,6,1466,823.07881773,0.00000000,1080.88297872,389.25806452,0.00000000,1
218,443,51503,6,1466,819.04411765,0.00000000,1084.93684211,385.11702128,0.00000000,1
219,443,51503,6,1466,815.04878049,0.00000000,1088.90625000,381.06315789,0.00000000,1
220,443,51503,6,1466,811.09223301,0.00000000,1092.79381443,377.09375000,0.00000000,1
221,443,51503,6,1466,807.17391304,0.00000000,1096.60204082,373.20618557,0.00000000,1
222,443,51503,6,1466,803.29326923,0.00000000,1100.33333333,369.39795918,0.00000000,1
223,443,51503,6,673,6.44976077,0.00000000,1096.06000000,427.33333333,0.00000000,1
224,443,51503,6,1466,799.41904762,0.00000000,1099.72277228,369.94000000,0.00000000,1
225,443,51503,6,1466,795.63033175,0.00000000,1103.31372549,366.27722772,0.00000000,1
226,443,51503,6,1466,791.87735849,0.00000000,1106.83495146,362.68627451,0.00000000,1
227,443,51503,6,1466,788.15962441,0.00000000,1110.28846154,359.16504854,0.00000000,1
228,443,51503,6,1466,784.47663551,0.00000000,1113.67619048,355.71153846,0.00000000,1
229,443,51503,6,1466,780.82790698,0.00000000,1117.00000000,352.32380952,0.00000000,1
230,443,51503,6,1466,777.21296296,0.00000000,1120.26168224,349.00000000,0.00000000,1
231,51503,443,6,54,638.36866359,0.00027704,383.91304348,344.90909091,0.07380104,0
232,51282,443,6,1466,776.55963303,0.00166702,784.33333333,743.63636364,2.95833611,0
233,51282,443,6,1466,773.01369863,0.00000000,836.76923077,681.66666667,0.00000000,0
234,51282,443,6,72,624.50000000,0.00000000,782.14285714,764.76923077,0.00000000,1
235,51282,443,6,1466,772.32579186,0.00009298,827.73333333,683.85714286,0.00009298,0
236,51282,443,6,1466,768.84684685,0.00000000,867.62500000,638.26666667,0.00000000,0
237,51282,443,6,1466,765.39910314,0.00000000,902.82352941,598.37500000,0.00000000,0
238,51282,443,6,1466,761.98214286,0.00000000,934.11111111,563.17647059,0.00000000,0
239,51282,443,6,1466,758.59555556,0.00000000,962.10526316,531.88888889,0.00000000,0
240,51282,443,6,1466,755.23893805,0.00000000,987.30000000,503.89473684,0.00000000,0
241,51282,443,6,1466,751.91189427,0.00000000,1010.09523810,478.70000000,0.00000000,0
242,51282,443,6,1466,748.61403509,0.00000000,1030.81818182,455.90476190,0.00000000,0
243,51282,443,6,1466,745.34497817,0.00000000,1049.73913043,435.18181818,0.00000000,0
244,51282,443,6,1466,742.10434783,0.00000000,1067.08333333,416.26086957,0.00000000,0
245,51282,443,6,1466,738.89177489,0.00000000,1083.04000000,398.91666667,0.00000000,0
246,51282,443,6,928,197.70689655,0.00000000,1077.07692308,155.04000000,0.00000000,1
247,51282,443,6,1466,734.85836910,0.00008202,1091.48148148,388.92307692,0.00008202,0
248,51282,443,6,1466,731.71794872,0.00000000,1104.85714286,374.51851852,0.00000000,0
249,51282,443,6,1466,728.60425532,0.00000000,1117.31034483,361.14285714,0.00000000,0
250,51282,443,6,1466,725.51694915,0.00000000,1128.93333333,348.68965517,0.00000000,0
251,51282,443,6,1466,722.45569620,0.00000000,1139.80645161,337.06666667,0.00000000,0
252,51282,443,6,1466,719.42016807,0.00000000,1150.00000000,326.19354839,0.00000000,0
253,51282,443,6,1466,716.41004184,0.00000000,1159.57575758,316.00000000,0.00000000,0
254,51282,443,6,1466,713.42500000,0.00000000,1168.58823529,306.42424242,0.00000000,0
255,51282,443,6,1466,710.46473029,0.00000000,1177.08571429,297.41176471,0.00000000,0
256,51282,443,6,1466,707.52892562,0.00000000,1185.11111111,288.91428571,0.00000000,0
257,51282,443,6,1466,704.61728395,0.00000000,1192.70270270,280.88888889,0.00000000,0
258,51282,443,6,928,163.72950820,0.00000000,1185.73684211,264.70270270,0.00000000,1
259,51282,443,6,1466,701.06122449,0.00007200,1192.92307692,280.26315789,0.00007200,0
260,51282,443,6,1466,698.21138211,0.00000000,1199.75000000,273.07692308,0.00000000,0
261,51282,443,6,1466,695.38461538,0.00000000,1206.24390244,266.25000000,0.00000000,0
262,51282,443,6,1466,692.58064516,0.00000000,1212.42857143,259.75609756,0.00000000,0
263,51282,443,6,1466,689.79919679,0.00000000,1218.32558140,253.57142857,0.00000000,0
264,51282,443,6,1466,687.04000000,0.00000000,1223.95454545,247.67441860,0.00000000,0
265,51282,443,6,1466,684.30278884,0.00000000,1229.33333333,242.04545455,0.00000000,0
266,51282,443,6,1466,681.58730159,0.00000000,1234.47826087,236.66666667,0.00000000,0
267,51282,443,6,1466,678.89328063,0.00000000,1239.40425532,231.52173913,0.00000000,0
268,51282,443,6,1466,676.22047244,0.00000000,1244.12500000,226.59574468,0.00000000,0
269,51282,443,6,1466,673.56862745,0.00000000,1248.65306122,221.87500000,0.00000000,0
270,51282,443,6,928,132.93750000,0.00000000,1242.24000000,320.65306122,0.00000000,1
271,443,51503,6,1466,670.42023346,0.00002098,1123.46296296,345.73831776,0.00221205,1
272,443,51503,6,1466,667.82170543,0.00000000,1126.60550459,342.53703704,0.00000000,1
273,443,51503,6,1466,665.24324324,0.00000000,1129.69090909,339.39449541,0.00000000,1
274,443,51503,6,1466,662.68461538,0.00000000,1132.72072072,336.30909091,0.00000000,1
275,443,51503,6,1179,373.14559387,0.00000000,1133.13392857,46.27927928,0.00000000,1
276,443,51503,6,1466,658.72137405,0.00000000,1136.07964602,332.86607143,0.00000000,1
277,443,51503,6,1466,656.21673004,0.00000000,1138.97368421,329.92035398,0.00000000,1
278,443,51503,6,1466,653.73106061,0.00000000,1141.81739130,327.02631579,0.00000000,1
279,443,51503,6,1466,651.26415094,0.00000000,1144.61206897,324.18260870,0.00000000,1
280,443,51503,6,1466,648.81578947,0.00000000,1147.35897436,321.38793103,0.00000000,1
281,443,51503,6,1466,646.38576779,0.00000000,1150.05932203,318.64102564,0.00000000,1
282,443,51503,6,1466,643.97388060,0.00000000,1152.71428571,315.94067797,0.00000000,1
283,443,51503,6,1466,641.57992565,0.00000000,1155.32500000,313.28571429,0.00000000,1
284,443,51503,6,1466,639.20370370,0.00000000,1157.89256198,310.67500000,0.00000000,1
285,443,51503,6,1466,636.84501845,0.00000000,1160.41803279,308.10743802,0.00000000,1
286,443,51503,6,1466,634.50367647,0.00000000,1162.90243902,305.58196721,0.00000000,1
287,443,51503,6,1466,632.17948718,0.00000000,1165.34677419,303.09756098,0.00000000,1
288,443,51503,6,1466,629.87226277,0.00000000,1167.75200000,300.65322581,0.00000000,1
289,443,51503,6,1466,627.58181818,0.00000000,1170.11904762,298.24800000,0.00000000,1
290,443,51503,6,1466,625.30797101,0.00000000,1172.44881890,295.88095238,0.00000000,1
291,443,51503,6,1466,623.05054152,0.00000000,1174.74218750,293.55118110,0.00000000,1
292,443,51503,6,1466,620.80935252,0.00000000,1177.00000000,291.25781250,0.00000000,1
293,443,51503,6,459,388.41577061,0.00000000,1171.47692308,718.00000000,0.00000000,1
294,51282,443,6,1466,619.97142857,0.00005293,1246.62745098,223.76000000,0.00007391,0
295,51282,443,6,1466,617.76512456,0.00000000,1250.84615385,219.37254902,0.00000000,0
296,51282,443,6,1466,615.57446809,0.00000000,1254.90566038,215.15384615,0.00000000,0
297,51282,443,6,1466,613.39929329,0.00000000,1258.81481481,211.09433962,0.00000000,0
298,51282,443,6,1466,611.23943662,0.00000000,1262.58181818,207.18518519,0.00000000,0
299,51282,443,6,1466,609.09473684,0.00000000,1266.21428571,203.41818182,0.00000000,0
300,51282,443,6,1466,606.96503497,0.00000000,1269.71929825,199.78571429,0.00000000,0
301,51282,443,6,1466,604.85017422,0.00000000,1273.10344828,196.28070175,0.00000000,0
302,51282,443,6,1466,602.75000000,0.00000000,1276.37288136,192.89655172,0.00000000,0
303,51282,443,6,1466,600.66435986,0.00000000,1279.53333333,189.62711864,0.00000000,0
304,51282,443,6,1466,598.59310345,0.00000000,1282.59016393,186.46666667,0.00000000,0
305,51282,443,6,928,58.53608247,0.00000000,1276.87096774,354.59016393,0.00000000,1
306,51282,443,6,1466,596.33561644,0.00007296,1279.87301587,189.12903226,0.00007296,0
307,51282,443,6,1466,594.30034130,0.00000000,1282.78125000,186.12698413,0.00000000,0
308,51282,443,6,1466,592.27891156,0.00000000,1285.60000000,183.21875000,0.00000000,0
309,51282,443,6,1466,590.27118644,0.00000000,1288.33333333,180.40000000,0.00000000,0
310,51282,443,6,1466,588.27702703,0.00000000,1290.98507463,177.66666667,0.00000000,0
311,51282,443,6,1466,586.29629630,0.00000000,1293.55882353,175.01492537,0.00000000,0
312,51282,443,6,1466,584.32885906,0.00000000,1296.05797101,172.44117647,0.00000000,0
313,51282,443,6,1466,582.37458194,0.00000000,1298.48571429,169.94202899,0.00000000,0
314,51282,443,6,1466,580.43333333,0.00000000,1300.84507042,167.51428571,0.00000000,0
315,51282,443,6,1466,578.50498339,0.00000000,1303.13888889,165.15492958,0.00000000,0
316,51282,443,6,1466,576.58940397,0.00000000,1305.36986301,162.86111111,0.00000000,0
317,51282,443,6,928,36.68646865,0.00000000,1300.27027027,377.36986301,0.00000000,1
318,51282,443,6,1466,574.56578947,0.00008917,1302.48000000,165.72972973,0.00008917,0
319,51282,443,6,1466,572.68196721,0.00000000,1304.63157895,163.52000000,0.00000000,0
320,51282,443,6,1466,570.81045752,0.00000000,1306.72727273,161.36842105,0.00000000,0
321,51282,443,6,1466,568.95114007,0.00000000,1308.76923077,159.27272727,0.00000000,0
322,51282,443,6,1466,567.10389610,0.00000000,1310.75949367,157.23076923,0.00000000,0
323,51282,443,6,1466,565.26860841,0.00000000,1312.70000000,155.24050633,0.00000000,0
324,51282,443,6,1466,563.44516129,0.00000000,1314.59259259,153.30000000,0.00000000,0
325,51282,443,6,1466,561.63344051,0.00000000,1316.43902439,151.40740741,0.00000000,0
326,51282,443,6,1466,559.83333333,0.00000000,1318.24096386,149.56097561,0.00000000,0
327,51282,443,6,1466,558.04472843,0.00000000,1320.00000000,147.75903614,0.00000000,0
328,51282,443,6,1466,556.26751592,0.00000000,1321.71764706,146.00000000,0.00000000,0
329,51282,443,6,928,16.50158730,0.00000000,1317.13953488,393.71764706,0.00000000,1
330,51503,443,6,54,857.55063291,0.00003695,370.16666667,329.91304348,0.00218701,0
331,51282,443,6,1466,557.15457413,0.00007987,1318.85057471,148.86046512,0.00011683,0
332,51282,443,6,1466,555.40251572,0.00000000,1320.52272727,147.14942529,0.00000000,0
333,51282,443,6,1466,553.66144201,0.00000000,1322.15730337,145.47727273,0.00000000,0
334,51282,443,6,1466,551.93125000,0.00000000,1323.75555556,143.84269663,0.00000000,0
